Indicator,GES_matrix,Country,MPROG,RLABO,HELCOM_subbasin,HELCOM_L3,HELCOM_L4,STATN,SD_StationCode,SD_StationName,SD_ReplacedBy_StationCode,SD_ReplacedBy_StationName,MYEAR,DATE,Latitude,Longitude,PURPM,FINFL,DEPHU,DEPHL,PARGROUP,PARAM,MATRX,BASIS,MUNIT,Value,QFLAG,VFLAG,DETLI,LMQNT,UNCRT,METCU,ALABO,METOA,SMTYP,DCFLGs,SMPNO,SUBNO,tblAnalysisID,tblParamID,tblSampleID,tblSpotID,tblUploadID
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,15700,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,5,869551,60633223,3337890,591256,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,16100,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,1,869551,60633225,3337890,591256,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,18900,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,3,869551,60633227,3337890,591256,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,26400,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,3,869551,60633239,3337891,591260,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,27000,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,5,869551,60633242,3337891,591260,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,32200,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,1,869551,60633212,3337891,591260,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,24700,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,5,869551,60633236,3337892,591257,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,26100,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,3,869551,60633237,3337892,591257,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,28800,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,1,869551,60633219,3337892,591257,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,10500,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,1,869551,60633232,3337893,591258,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,11400,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,3,869551,60633228,3337893,591258,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,12000,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,5,869551,60633230,3337893,591258,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,5000,<,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,1,869551,60633241,3337894,591259,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,6500,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,3,869551,60633217,3337894,591259,12332
Metals,Primary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,6600,,A,5000,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,5,869551,60633215,3337894,591259,12332
Metals,Primary,Denmark,CEMP~COMB,NERI,Kattegat,40,DEN-160,NORS-3skelbak,,,,,2007,29/10/2007,56.709,10.24066667,S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,1900,,A,2500,,1691,U2,NERI,ICP-MS-CC,HP,,7,1,488016,46716836,2084738,356358,10232
Metals,Primary,Denmark,CEMP~COMB,NERI,Kattegat,40,DEN-160,NORS-3skelbak,,,,,2007,29/10/2007,56.709,10.24066667,S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,2100,,A,2500,,1696,U2,NERI,ICP-MS-CC,HP,,7,2,488016,46716837,2084738,356358,10232
Metals,Primary,Denmark,CEMP~COMB,NERI,Kattegat,SEA-001,SEA-001,NORS-Station7,,,,,2009,09/12/2009,57.35033333,10.71333333,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,6200,,A,2500,,1909,U2,NERI,ICP-MS-CC,HP,,20,1,487925,46715080,2084729,356349,10231
Metals,Primary,Denmark,CEMP~COMB,NERI,Kattegat,40,DEN-225,NORS-Station8,,,,,2009,09/12/2009,57.36216667,10.60366667,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,600,,A,2500,,1669,U2,NERI,ICP-MS-CC,HP,,21,1,487925,46715081,2084730,356350,10231
Metals,Primary,Denmark,CEMP~NATL,NERI,Great Belt,36,DEN-206,DMU M39,,,,,2000,30/11/2000,55.24016667,11.19033333,T~S,,0,0.01,I-MET,CU,SED2000,W,ug/kg,5395.5,,A,,,,,NERI,AAS-GF,HAN,,3,3,30852,20057857,293763,47542,6925
Metals,Primary,Denmark,CEMP~NATL,NERI,Great Belt,36,DEN-206,DMU M39,,,,,2000,30/11/2000,55.24016667,11.19033333,T~S,,0,0.01,I-MET,CU,SED2000,W,ug/kg,5599.8,,A,,,,,NERI,AAS-GF,HAN,,2,2,30852,20057856,293762,47542,6925
Metals,Primary,Denmark,CEMP~NATL,NERI,Great Belt,36,DEN-206,DMU M39,,,,,2000,30/11/2000,55.24016667,11.19033333,T~S,,0,0.01,I-MET,CU,SED2000,W,ug/kg,6281,,A,,,,,NERI,AAS-GF,HAN,,1,1,30852,20057855,293761,47542,6925
Metals,Primary,Denmark,COMB,NERI,Great Belt,36,DEN-214,FYN0018361,,,,,2014,22/10/2014,55.053,10.3775,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,12300,,A,2500,,3.26E+06,U2,NERI,ICP-MS-CC,HP,,7,4,619268,53171835,2323934,466208,11223
Metals,Primary,Denmark,COMB,NERI,Great Belt,36,DEN-034,MFS0201001,,,,,2016,13/12/2016,54.92233333,11.41816667,S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,2900,,A,1000,,1596,U2,EFDH,ICP-MS-CC,HP,,17,1,593616,52502848,2294190,451218,11117
Metals,Primary,Denmark,COMB,NERI,Great Belt,36,DEN-106,RIBHADF5008,,,,,2007,28/11/2007,55.2575,9.584,S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,7800,,A,2500,,2036,U2,NERI,ICP-MS-CC,HP,,15,1,488016,46716847,2084746,356366,10232
Metals,Primary,Denmark,COMB,NERI,Great Belt,36,DEN-106,RIBHADF5008,,,,,2013,28/11/2013,55.2575,9.584,S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,6500,,A,2500,,1931,U2,NERI,ICP-MS-CC,HP,,24,12725,487197,46666768,2084393,356013,10217
Metals,Primary,Denmark,COMB,NERI,Kattegat,40,DEN-165,VSJ 10006,,,,,2016,02/11/2016,55.7215,11.823,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,41000,,A,1000,,20511,U2,EFDH,ICP-MS-CC,HP,,25,1,593616,52502862,2294195,451227,11117
Metals,Primary,Denmark,JMP~WGA~CMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1985,20/08/1985,56.66666667,12.11666667,T,,0,0.01,I-MET,CU,SED500,D,ug/kg,20100,,A,5000,,,,HFLD,,BC,00-CONV-21~10-MATRX-1~21-CONVR-1,1,1,869502,60631982,3337882,591248,12330
Metals,Primary,Denmark,NATL~COMB,NERI,Great Belt,36,DEN-206,DMU M39,,,,,2003,01/12/2003,55.25016667,11.195,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,8600,,A,2500,7500,2379.9,U2,NERI,ICP-MS-CC,HAN,,2,2,99474,34424673,1342593,150356,8812
Metals,Primary,Denmark,NATL~COMB,NERI,Great Belt,36,DEN-206,DMU M39,,,,,2003,01/12/2003,55.25016667,11.195,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,9600,,A,2500,7500,2464.5,U2,NERI,ICP-MS-CC,HAN,,1,1,99474,34424671,1342592,150356,8812
Metals,Primary,Denmark,NATL~COMB,NERI,Great Belt,36,DEN-206,DMU M39,,,,,2008,08/02/2008,55.25,11.19033333,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,5500,,A,,,,,,,HP,,1,1,0,46757183,2084975,356583,10241
Metals,Primary,Denmark,NATL~COMB,NERI,Great Belt,36,DEN-206,DMU M39,,,,,2008,08/02/2008,55.25,11.19033333,T~S,,0,0.01,I-MET,CU,SED2000,D,ug/kg,6100,,A,,,,,,,HP,,2,2,0,46757184,2084976,356583,10241
Metals,Primary,Poland,COMB,IMWP,Gdansk Basin,24,POL-003,L12,,,,,2000,10/09/2000,54.301,19.28533333,H,,0,0.02,I-MET,CU,SED2000,D,ug/kg,12700,,A,46.9,,,,IMWP,AAS-FL,KA,00-CONV-22~10-MATRX-1~21-CONVR-1,3,1,871578,60675746,3339542,592906,12385
Metals,Primary,Poland,COMB,IMWP,Gdansk Basin,24,POL-004,L5,,,,,2000,29/08/2000,54.7,18.51666667,H,,0,0.02,I-MET,CU,SED2000,D,ug/kg,5620,,A,46.9,,,,IMWP,AAS-FL,KA,00-CONV-22~10-MATRX-1~21-CONVR-1,4,1,871578,60675751,3339541,592907,12385
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,,,,,,1995,04/10/1995,60.04333333,29.03333333,T~S,,0,0.05,I-MET,CU,SED1000,D,ug/kg,13900,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~21-CONVR-1,1006,1,881392,60709013,3340723,594088,12426
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,,,,,,1995,14/10/1995,60.04166667,29.5,T~S,,0,0.05,I-MET,CU,SED1000,D,ug/kg,11600,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~21-CONVR-1,1012,1,881392,60709014,3340724,594089,12426
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,,,,,,1997,08/10/1997,60.03116667,29.40833333,T~S,,0,0.05,I-MET,CU,SED1000,D,ug/kg,124000,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,12,1,881220,60707246,3340665,594031,12422
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,,,,,,1997,08/10/1997,60.03816667,29.038,T~S,,0,0.05,I-MET,CU,SED1000,D,ug/kg,29000,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,13,1,881220,60707248,3340666,594032,12422
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,,,,,,1997,08/10/1997,60.07466667,28.8975,T~S,,0,0.05,I-MET,CU,SED1000,D,ug/kg,45000,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,15,1,881220,60707250,3340668,594034,12422
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,,,,,,1997,08/10/1997,60.08066667,29.308,T~S,,0,0.05,I-MET,CU,SED1000,D,ug/kg,73000,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,11,1,881220,60707247,3340669,594030,12422
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,,,,,,1997,27/11/1997,59.7235,28.34266667,T~S,,0,0.1,I-MET,CU,SED1000,D,ug/kg,5000,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,2014,1,881220,60707252,3340670,594036,12422
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,,,,,,1997,27/11/1997,59.7415,28.366,T~S,,0,0.1,I-MET,CU,SED1000,D,ug/kg,10000,,A,20,,,,RCMA,,,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,2012,1,881220,60707251,3340671,594035,12422
Metals,Primary,Sweden,JMP~WGA~CMP~MMP,IAMK,Kattegat,SEA-001,SEA-001,ST61,,,,,1990,15/03/1990,57.5,11.51666667,S,,0,0.02,I-MET,CU,SED2000,D,ug/kg,6700,,A,,,,,GUMI,AAS-LS,BC,00-CONV-21~91-SDATE-4~21-CONVR-1,61,1,872647,60697225,3340037,593401,12405
Metals,Primary,Sweden,JMP~WGA~CMP~MMP,IAMK,Kattegat,39,SWE-001,ST64,,,,,1990,15/03/1990,57.67183333,11.68983333,S,,0,0.02,I-MET,CU,SED2000,D,ug/kg,25200,,A,,,,,GUMI,AAS-LS,BC,00-CONV-21~91-SDATE-4~21-CONVR-1,64,1,872647,60697226,3340038,593402,12405
Metals,Primary,Sweden,JMP~WGA~CMP~MMP,IAMK,Kattegat,SEA-001,SEA-001,ST67,,,,,1990,15/03/1990,57.76816667,11.43883333,S,,0,0.02,I-MET,CU,SED2000,D,ug/kg,11100,,A,,,,,GUMI,AAS-LS,BC,00-CONV-21~91-SDATE-4~21-CONVR-1,67,1,872647,60697227,3340039,593403,12405
Metals,Primary,Sweden,JMP~WGA~CMP~MMP,IAMK,Kattegat,39,SWE-004,ST77,,,,,1990,15/03/1990,56.54366667,12.66183333,S,,0,0.02,I-MET,CU,SED2000,D,ug/kg,20300,,A,,,,,GUMI,AAS-LS,BC,00-CONV-21~91-SDATE-4~21-CONVR-1,77,1,872647,60697221,3340036,593406,12405
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,107.63,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,1,869549,60633098,3337890,591256,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,81.156,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,3,869549,60633099,3337890,591256,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,92.756,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,5,869549,60633100,3337890,591256,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,28700,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,5,869550,60633618,3337890,591256,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,35200,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,3,869550,60633616,3337890,591256,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,40,DEN-205,,,,,,1991,18/03/1991,56.165,11.8,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,41600,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,101,1,869550,60633614,3337890,591256,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,68.052,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,1,869549,60633082,3337891,591260,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,77.825,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,5,869549,60633085,3337891,591260,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,82.591,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,3,869549,60633083,3337891,591260,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,49600,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,3,869550,60633628,3337891,591260,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,54300,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,1,869550,60633601,3337891,591260,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,18/03/1991,56.66666667,12.11666667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,59200,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,149,5,869550,60633612,3337891,591260,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,257.78,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,5,869549,60633087,3337892,591257,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,79.57,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,1,869549,60633089,3337892,591257,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,81.137,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,3,869549,60633086,3337892,591257,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,51000,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,1,869550,60633608,3337892,591257,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,52300,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,5,869550,60633619,3337892,591257,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.205,11.64666667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,62000,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,104,3,869550,60633626,3337892,591257,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,39.779,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,1,869549,60633095,3337893,591258,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,40.229,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,3,869549,60633096,3337893,591258,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,47.728,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,5,869549,60633097,3337893,591258,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,17100,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,1,869550,60633621,3337893,591258,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,17600,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,3,869550,60633623,3337893,591258,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,19/03/1991,57.3,10.745,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,22300,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,109,5,869550,60633613,3337893,591258,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,34.938,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,5,869549,60633088,3337894,591259,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,36.542,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,1,869549,60633084,3337894,591259,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,49.182,,A,20,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,3,869549,60633094,3337894,591259,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,10200,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,1,869550,60633629,3337894,591259,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,11400,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,3,869550,60633611,3337894,591259,12332
Metals,Secondary,Denmark,BMP~JMP~WGA~CMP~MMP,HFLD,Kattegat,SEA-001,SEA-001,,,,,,1991,20/03/1991,56.85666667,10.79166667,T~S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,9500,,A,2500,,,,HFLD,,GC,00-CONV-21~21-CONVR-1,110,5,869550,60633599,3337894,591259,12332
Metals,Secondary,Denmark,CEMP~COMB,NERI,Kattegat,40,DEN-160,NORS-3skelbak,,,,,2007,29/10/2007,56.709,10.24066667,S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,50,,A,60,,41,U2,NERI,AAS-GF,HP,,7,1,488013,46716760,2084738,356358,10232
Metals,Secondary,Denmark,CEMP~COMB,NERI,Kattegat,40,DEN-160,NORS-3skelbak,,,,,2007,29/10/2007,56.709,10.24066667,S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,60,,A,60,,41,U2,NERI,AAS-GF,HP,,7,2,488013,46716761,2084738,356358,10232
Metals,Secondary,Denmark,CEMP~COMB,NERI,Kattegat,40,DEN-160,NORS-3skelbak,,,,,2007,29/10/2007,56.709,10.24066667,S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,8300,,A,1000,,1065,U2,NERI,ICP-MS-CC,HP,,7,2,488012,46716971,2084738,356358,10232
Metals,Secondary,Denmark,CEMP~COMB,NERI,Kattegat,40,DEN-160,NORS-3skelbak,,,,,2007,29/10/2007,56.709,10.24066667,S,,0,0.01,I-MET,PB,SED2000,D,ug/kg,8900,,A,1000,,1112,U2,NERI,ICP-MS-CC,HP,,7,1,488012,46716970,2084738,356358,10232
Metals,Secondary,Denmark,CEMP~COMB,NERI,Kattegat,SEA-001,SEA-001,NORS-Station7,,,,,2009,09/12/2009,57.35033333,10.71333333,T~S,,0,0.01,I-MET,CD,SED2000,D,ug/kg,100,,A,60,,43,U2,NERI,AAS-GF,HP,,20,1,487923,46715025,2084729,356349,10231
