Indicator,GES_matrix,Country,MPROG,RLABO,HELCOM_subbasin,HELCOM_L3,HELCOM_L4,STATN,SD_StationCode,SD_StationName,SD_ReplacedBy_StationCode,SD_ReplacedBy_StationName,MYEAR,DATE,Latitude,Longitude,PURPM,FINFL,DEPHU,DEPHL,PARGROUP,PARAM,MATRX,MATRX_std,METPT,METPT_std,Filtered,BASIS,MUNIT,Value,QFLAG,VFLAG,DETLI,LMQNT,UNCRT,METCU,ALABO,METOA,SMTYP,DCFLGs,SMPNO,SUBNO,tblAnalysisID,tblParamID,tblSampleID,tblSpotID,tblUploadID
Metals,Primary,Russia,BMP,RCMA,Arkona Basin,SEA-006,SEA-006,A3,,,,,1998,21/07/1998,54.90866667,14.27433333,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.91,,A,0.02,,,,RCMA,,,,3,1,59161,21443648,406100,69715,7609
Metals,Primary,Russia,BMP,RCMA,Arkona Basin,SEA-006,SEA-006,A3,,,,,1998,21/07/1998,54.90866667,14.27433333,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.07,,A,0.02,,,,RCMA,,,,3,1,59162,21443649,406100,69715,7609
Metals,Primary,Russia,BMP,RCMA,Arkona Basin,SEA-006,SEA-006,4316,,,,,1998,21/06/1998,54.97166667,13.223,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,1.12,,A,0.02,,,,RCMA,,,,4316,1,59161,21443116,406090,69733,7609
Metals,Primary,Russia,BMP,RCMA,Arkona Basin,SEA-006,SEA-006,4316,,,,,1998,21/06/1998,54.97166667,13.223,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.06,,A,0.02,,,,RCMA,,,,4316,1,59162,21443117,406090,69733,7609
Metals,Primary,Russia,BMP,RCMA,Arkona Basin,SEA-006,SEA-006,BL2,,,,,1998,04/08/1998,55.01383333,13.50733333,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.84,,A,0.02,,,,RCMA,,,,3002,1,59161,21443846,406103,69721,7609
Metals,Primary,Russia,BMP,RCMA,Arkona Basin,SEA-006,SEA-006,BL2,,,,,1998,04/08/1998,55.01383333,13.50733333,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.09,,A,0.02,,,,RCMA,,,,3002,1,59162,21443847,406103,69721,7609
Metals,Primary,Russia,BMP,RCMA,Bornholm Basin,SEA-007,SEA-007,4314,,,,,1998,20/06/1998,55.45883333,15.23183333,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.82,,A,0.02,,,,RCMA,,,,4314,1,59161,21443070,406089,69732,7609
Metals,Primary,Russia,BMP,RCMA,Bornholm Basin,SEA-007,SEA-007,4314,,,,,1998,20/06/1998,55.45883333,15.23183333,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.09,,A,0.02,,,,RCMA,,,,4314,1,59162,21443071,406089,69732,7609
Metals,Primary,Russia,BMP,RCMA,Bornholm Basin,SEA-007,SEA-007,B2,,,,,1998,30/07/1998,55.47916667,15.99633333,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,1.08,,A,0.02,,,,RCMA,,,,2002,1,59161,21443714,406101,69720,7609
Metals,Primary,Russia,BMP,RCMA,Bornholm Basin,SEA-007,SEA-007,B2,,,,,1998,30/07/1998,55.47916667,15.99633333,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.09,,A,0.02,,,,RCMA,,,,2002,1,59162,21443715,406101,69720,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,PS10,,,,,1998,30/06/1998,55.5195,18.31666667,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.51,,A,0.02,,,,RCMA,,,,4010,1,59161,21443242,406093,69724,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,PS10,,,,,1998,30/06/1998,55.5195,18.31666667,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.06,,A,0.02,,,,RCMA,,,,4010,1,59162,21443243,406093,69724,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,4300,,,,,1998,15/06/1998,55.54866667,18.58683333,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,1.05,,A,0.02,,,,RCMA,,,,4300,1,59161,21442938,406087,69730,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,4300,,,,,1998,15/06/1998,55.54866667,18.58683333,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.12,,A,0.02,,,,RCMA,,,,4300,1,59162,21442939,406087,69730,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,4331,,,,,1998,01/07/1998,55.31983333,19.675,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.75,,A,0.02,,,,RCMA,,,,4331,1,59161,21443288,406094,69734,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,4331,,,,,1998,01/07/1998,55.31983333,19.675,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.1,,A,0.02,,,,RCMA,,,,4331,1,59162,21443289,406094,69734,7609
Metals,Primary,Germany,COMB,IFOG,Eastern Gotland Basin,SEA-009,SEA-009,OM256,,,,,2005,14/02/2005,55.32616667,18.23533333,,,5.5,,I-MET,CD,BF,WT,NA,NF,No,W,ug/kg,1180,,A,0.18,,,%,IFOG,AAS,,,398050_5.5,,58681,21310671,319901,67052,7565
Metals,Primary,Germany,COMB,IFOG,Eastern Gotland Basin,SEA-009,SEA-009,OM256,,,,,2005,14/02/2005,55.32616667,18.23533333,,,5.5,,I-MET,CD,BF,WT,NA,NF,No,W,ug/kg,1180,,A,0.18,,,%,IFOG,AAS,,,398050_5.5,,58681,21310672,319901,67052,7565
Metals,Primary,Germany,COMB,IFOG,Eastern Gotland Basin,SEA-009,SEA-009,OM256,,,,,2005,14/02/2005,55.32616667,18.23533333,,,5.5,,I-MET,CD,AF,WT,F,F,Yes,W,ug/l,0.0102,,A,0.002,,,%,IFOG,AAS-GF,,,398050_5.5,,58678,21317471,319901,67052,7565
Metals,Primary,Germany,COMB,IFOG,Eastern Gotland Basin,SEA-009,SEA-009,OM256,,,,,2005,14/02/2005,55.32616667,18.23533333,,,5.5,,I-MET,CD,AF,WT,F,F,Yes,W,ug/l,0.0102,,A,0.002,,,%,IFOG,AAS-GF,,,398050_5.5,,58678,21317472,319901,67052,7565
Metals,Primary,Russia,BMP,RCMA,Bornholm Basin,SEA-007,SEA-007,4309,,,,,1998,18/06/1998,55.33,15.571,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.71,,A,0.02,,,,RCMA,,,,4309,1,59161,21443004,406088,69731,7609
Metals,Primary,Russia,BMP,RCMA,Bornholm Basin,SEA-007,SEA-007,4309,,,,,1998,18/06/1998,55.33,15.571,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.08,,A,0.02,,,,RCMA,,,,4309,1,59162,21443005,406088,69731,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,A2,,,,,1998,16/07/1998,55.85433333,18.84433333,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.57,,A,0.02,,,,RCMA,,,,2,1,59161,21443582,406099,69714,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,A2,,,,,1998,16/07/1998,55.85433333,18.84433333,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.08,,A,0.02,,,,RCMA,,,,2,1,59162,21443583,406099,69714,7609
Metals,Primary,Russia,BMP,RCMA,Western Gotland Basin,SEA-010,SEA-010,S1,,,,,1998,09/07/1998,56.59316667,17.64316667,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.8,,A,0.02,,,,RCMA,,,,5001,1,59161,21443384,406096,69736,7609
Metals,Primary,Russia,BMP,RCMA,Western Gotland Basin,SEA-010,SEA-010,S1,,,,,1998,09/07/1998,56.59316667,17.64316667,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.07,,A,0.02,,,,RCMA,,,,5001,1,59162,21443385,406096,69736,7609
Metals,Primary,Russia,BMP,RCMA,Western Gotland Basin,SEA-010,SEA-010,S2,,,,,1998,09/07/1998,56.732,18.09866667,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.85,,A,0.02,,,,RCMA,,,,5002,1,59161,21443450,406097,69737,7609
Metals,Primary,Russia,BMP,RCMA,Western Gotland Basin,SEA-010,SEA-010,S2,,,,,1998,09/07/1998,56.732,18.09866667,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.08,,A,0.02,,,,RCMA,,,,5002,1,59162,21443451,406097,69737,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,K5,,,,,1998,10/08/1998,57.15,19.93,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.77,,A,0.02,,,,RCMA,,,,1005,1,59161,21443978,406105,69719,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,K5,,,,,1998,10/08/1998,57.15,19.93,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.07,,A,0.02,,,,RCMA,,,,1005,1,59162,21443979,406105,69719,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,K3,,,,,1998,04/08/1998,57.15333333,19.93016667,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.83,,A,0.02,,,,RCMA,,,,1003,1,59161,21443912,406104,69717,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,K3,,,,,1998,04/08/1998,57.15333333,19.93016667,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.04,,A,0.02,,,,RCMA,,,,1003,1,59162,21443913,406104,69717,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,4277,,,,,1998,13/06/1998,57.3235,20.04933333,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,1.35,,A,0.02,,,,RCMA,,,,4277,1,59161,21442872,406086,69729,7609
Metals,Primary,Russia,BMP,RCMA,Eastern Gotland Basin,SEA-009,SEA-009,4277,,,,,1998,13/06/1998,57.3235,20.04933333,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.05,,A,0.02,,,,RCMA,,,,4277,1,59162,21442873,406086,69729,7609
Metals,Primary,Russia,BMP,RCMA,Northern Baltic Proper,SEA-012,SEA-012,A1,,,,,1998,15/07/1998,58.98966667,21.3495,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.85,,A,0.02,,,,RCMA,,,,1,1,59161,21443516,406098,69713,7609
Metals,Primary,Russia,BMP,RCMA,Northern Baltic Proper,SEA-012,SEA-012,A1,,,,,1998,15/07/1998,58.98966667,21.3495,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.05,,A,0.02,,,,RCMA,,,,1,1,59162,21443517,406098,69713,7609
Metals,Primary,Russia,BMP,RCMA,Northern Baltic Proper,SEA-012,SEA-012,K4,,,,,1998,10/08/1998,59.2,21.8,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.86,,A,0.02,,,,RCMA,,,,1004,1,59161,21444044,406106,69718,7609
Metals,Primary,Russia,BMP,RCMA,Northern Baltic Proper,SEA-012,SEA-012,K4,,,,,1998,10/08/1998,59.2,21.8,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.07,,A,0.02,,,,RCMA,,,,1004,1,59162,21444045,406106,69718,7609
Metals,Primary,Russia,BMP,RCMA,Northern Baltic Proper,SEA-012,SEA-012,K2,,,,,1998,03/08/1998,59.20416667,21.80783333,N,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.89,,A,0.02,,,,RCMA,,,,1002,1,59161,21443780,406102,69716,7609
Metals,Primary,Russia,BMP,RCMA,Northern Baltic Proper,SEA-012,SEA-012,K2,,,,,1998,03/08/1998,59.20416667,21.80783333,N,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.06,,A,0.02,,,,RCMA,,,,1002,1,59162,21443781,406102,69716,7609
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,4270,,,,,1998,10/06/1998,59.76033333,28.24083333,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.91,,A,0.02,,,,RCMA,,,,4270,1,59161,21442644,406082,69726,7609
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,4270,,,,,1998,10/06/1998,59.76033333,28.24083333,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.08,,A,0.02,,,,RCMA,,,,4270,1,59162,21442645,406082,69726,7609
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,,,,,,1995,14/10/1995,60.04166667,29.5,T~S,,0.5,,I-MET,PB,BF,WT,,NF,No,W,ug/l,1.2,,A,0.02,,,,RCMA,,,,1012,1,65107,22645484,1056870,93618,7839
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,13,RUS-001,,,,,,1995,14/10/1995,60.04166667,29.5,T~S,,0.5,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.1,,A,0.02,,,,RCMA,,,,1012,1,65108,22645485,1056870,93618,7839
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,,,,,,1995,04/10/1995,60.04333333,29.03333333,T~S,,0.5,,I-MET,PB,BF,WT,,NF,No,W,ug/l,1,,A,0.02,,,,RCMA,,,,1006,1,65107,22645422,1056869,93617,7839
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,,,,,,1995,04/10/1995,60.04333333,29.03333333,T~S,,0.5,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.1,,A,0.02,,,,RCMA,,,,1006,1,65108,22645423,1056869,93617,7839
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,4271,,,,,1998,10/06/1998,60.10333333,28.06283333,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.6,,A,0.02,,,,RCMA,,,,4271,1,59161,21442740,406084,69727,7609
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,4271,,,,,1998,10/06/1998,60.10333333,28.06283333,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.07,,A,0.02,,,,RCMA,,,,4271,1,59162,21442741,406084,69727,7609
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,4272,,,,,1998,11/06/1998,60.345,28.01966667,T~S,,1,,I-MET,PB,BF,WT,,NF,No,W,ug/l,0.85,,A,0.02,,,,RCMA,,,,4272,1,59161,21442806,406085,69728,7609
Metals,Primary,Russia,BMP,RCMA,Gulf of Finland,SEA-013,SEA-013,4272,,,,,1998,11/06/1998,60.345,28.01966667,T~S,,1,,I-MET,CD,BF,WT,,NF,No,W,ug/l,0.07,,A,0.02,,,,RCMA,,,,4272,1,59162,21442807,406085,69728,7609
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-010,S1,11195,S1,11195,S1,2019,16/10/2019,58.62808,22.268391,T~S,,0,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.03,,,,0.02,21,%,EERC,ICP-MS,UNK,00-CONV-SF,P0000580683,1,895577,62714506,3621513,619708,12519
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-010,S1,11195,S1,11195,S1,2019,16/10/2019,58.62808,22.268391,T~S,,0,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,16,%,EERC,ICP-MS,UNK,00-CONV-SF,P0000580683,1,895577,62713303,3621513,619708,12519
PFOS,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-010,S1,11195,S1,11195,S1,2019,16/10/2019,58.62808,22.268391,T~S,,0,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.000031,Q,,,3.10E-05,50,%,EERC,HPLC-MS,UNK,00-CONV-SF,P0000580683,1,895576,62713231,3621513,619708,12519
TBT and imposex,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-010,S1,11195,S1,11195,S1,2019,16/10/2019,58.62808,22.268391,T~S,,0,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.001,Q,,,0.001,50,%,EERC,GC-MS-MS,UNK,00-CONV-SF,P0000580683,1,895574,62713034,3621513,619708,12519
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-011,SL1,11198,SL1,11198,SL1,2021,17/08/2021,58.433295,21.883302,T~S,,0,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.06,<,,,0.1,24,%,EERC,ICP-MS,UNK,00-CONV-SF,ES21000993,P0000708524,898574,62754058,3623358,620330,12538
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-011,SL1,11198,SL1,11198,SL1,2021,17/08/2021,58.433295,21.883302,T~S,,0,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.01,<,,,0.02,21,%,EERC,ICP-MS,UNK,00-CONV-SF,ES21000993,P0000708524,898574,62755114,3623358,620330,12538
PFOS,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-011,SL1,11198,SL1,11198,SL1,2021,17/08/2021,58.433295,21.883302,T~S,,0,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.00003,Q,,,3.00E-05,50,%,EERC,HPLC-MS,UNK,00-CONV-SF,ES21000993,P0000708524,898578,62753997,3623358,620330,12538
TBT and imposex,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Northern Baltic Proper,10,EST-011,SL1,11198,SL1,11198,SL1,2021,17/08/2021,58.433295,21.883302,T~S,,0,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.001,Q,,,0.001,50,%,EERC,GC-MS-MS,UNK,00-CONV-SF,ES21000993,P0000708524,898579,62753824,3623358,620330,12538
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Eastern Gotland Basin,17,EST-011,SL3,11200,SL3,11200,SL3,2021,09/09/2021,58.099192,21.862383,T~S,,0,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.41,,,,0.1,24,%,EERC,ICP-MS,UNK,00-CONV-SF,ES21001113,P0000708498,898574,62754056,3623360,620332,12538
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Eastern Gotland Basin,17,EST-011,SL3,11200,SL3,11200,SL3,2021,09/09/2021,58.099192,21.862383,T~S,,0,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.07,,,,0.02,21,%,EERC,ICP-MS,UNK,00-CONV-SF,ES21001113,P0000708498,898574,62755112,3623360,620332,12538
PFOS,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Eastern Gotland Basin,17,EST-011,SL3,11200,SL3,11200,SL3,2021,09/09/2021,58.099192,21.862383,T~S,,0,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.00003,Q,,,3.00E-05,50,%,EERC,HPLC-MS,UNK,00-CONV-SF,ES21001113,P0000708498,898578,62753995,3623360,620332,12538
TBT and imposex,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Eastern Gotland Basin,17,EST-011,SL3,11200,SL3,11200,SL3,2021,09/09/2021,58.099192,21.862383,T~S,,0,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.001,Q,,,0.001,50,%,EERC,GC-MS-MS,UNK,00-CONV-SF,ES21001113,P0000708498,898579,62753818,3623360,620332,12538
TBT and imposex,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Gulf of Riga,14,EST-014,KS8,11228,KS8,11228,KS8,2019,07/08/2019,58.699998,22.918697,T~S,,0,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.001,Q,,,0.001,50,%,EERC,GC-MS-MS,UNK,00-CONV-SF,P0000580669,1,895574,62713037,3621505,619702,12519
PFOS,Secondary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Gulf of Riga,14,EST-014,KS8,11228,KS8,11228,KS8,2019,07/08/2019,58.699998,22.918697,T~S,,0,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.000031,Q,,,3.10E-05,50,%,EERC,HPLC-MS,UNK,00-CONV-SF,P0000580669,1,895576,62713227,3621505,619702,12519
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Gulf of Riga,14,EST-014,KS8,11228,KS8,11228,KS8,2019,07/08/2019,58.699998,22.918697,T~S,,0,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.02,Q,,,0.02,21,%,EERC,ICP-MS,UNK,00-CONV-SF,P0000580669,1,895577,62714508,3621505,619702,12519
Metals,Primary,Estonia,NATL~COMB~WFD~MSFD-D8,ESEA,Gulf of Riga,14,EST-014,KS8,11228,KS8,11228,KS8,2019,07/08/2019,58.699998,22.918697,T~S,,0,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.13,,,,0.1,16,%,EERC,ICP-MS,UNK,00-CONV-SF,P0000580669,1,895577,62713305,3621505,619702,12519
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,N-6,11239,N-6,11239,N-6,2016,03/03/2016,55.403,20.704,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.00006,Q,,,0.00006,,,BIOR,GC-HRMS,NSK,,T-JTD-2016-PAV-87,,570919,50126733,2196035,406339,10666
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,N-6,11239,N-6,11239,N-6,2016,03/03/2016,55.403,20.704,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.0037,,,,0.000039,0.00074,U2,BIOR,HPLC-MS,NSK,,T-JTD-2016-PAV-87,,570920,50126931,2196035,406339,10666
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2018,15/05/2018,55.80333333,20.71166667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-JTD-2018-PAV-381,,621046,53526870,2340110,469176,11259
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2018,06/09/2018,55.80333333,20.71166667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-014-2018-PAV-245,,621046,53526876,2340095,469181,11259
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2020,05/08/2020,55.80333333,20.71166667,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.006,Q,,,0.006,,,MRLT,GC,NSK,,T-014-2020-PAV-1057,,853443,60072770,3328162,584048,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2020,20/05/2020,55.80333333,20.71166667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-313,,853438,60072325,3328176,584037,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2020,20/05/2020,55.80333333,20.71166667,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.28,,,,0.2,0.01568,SD,MRLT,ICP-MS,NSK,,T-014-2020-PAV-313,,853438,60072708,3328176,584037,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2020,05/08/2020,55.80333333,20.71166667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1057,,853438,60072341,3328162,584048,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2020,05/08/2020,55.80333333,20.71166667,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.24,,,,0.2,0.01344,SD,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1057,,853438,60072728,3328162,584048,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2018,15/05/2018,55.80333333,20.71166667,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-381,,621048,53526336,2340110,469176,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2018,06/09/2018,55.80333333,20.71166667,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-245,,621048,53526356,2340095,469181,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2018,15/05/2018,55.80333333,20.71166667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-381,,621048,53526825,2340110,469176,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2018,06/09/2018,55.80333333,20.71166667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-245,,621048,53526857,2340095,469181,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,SEA-009,SEA-009,64A2,11241,64A2,11241,64A2,2019,21/05/2019,55.80333333,20.71166667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-273,,632356,54318214,2380474,483566,11444
