Indicator,GES_matrix,Country,MPROG,RLABO,HELCOM_subbasin,HELCOM_L3,HELCOM_L4,STATN,SD_StationCode,SD_StationName,SD_ReplacedBy_StationCode,SD_ReplacedBy_StationName,MYEAR,DATE,Latitude,Longitude,PURPM,FINFL,DEPHU,DEPHL,PARGROUP,PARAM,MATRX,MATRX_std,METPT,METPT_std,Filtered,BASIS,MUNIT,Value,QFLAG,VFLAG,DETLI,LMQNT,UNCRT,METCU,ALABO,METOA,SMTYP,DCFLGs,SMPNO,SUBNO,tblAnalysisID,tblParamID,tblSampleID,tblSpotID,tblUploadID
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,20/10/2015,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,1,Q,,,1,,,MRLT,AAS-GF,NSK,,T-JTD-2015-PAV-2349,,203823,45524455,1866874,305611,10097
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,12/08/2015,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,AAS-GF,NSK,,T-JTD-2015-PAV-1523,,203823,45523702,1866854,305601,10097
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,12/08/2015,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,1,Q,,,1,,,MRLT,AAS-GF,NSK,,T-JTD-2015-PAV-1523,,203823,45524441,1866854,305601,10097
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2020,25/05/2020,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-509,,853438,60072329,3328178,584042,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2020,25/05/2020,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-509,,853438,60072714,3328178,584042,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2020,04/08/2020,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-935,,853438,60072336,3328174,584044,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2020,04/08/2020,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.37,,,,0.2,0.02072,SD,MRLT,ICP-MS,NSK,,T-014-2020-PAV-935,,853438,60072722,3328174,584044,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2020,10/11/2020,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1541,,853438,60072362,3328128,584063,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2020,10/11/2020,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1541,,853438,60072742,3328128,584063,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,08/05/2018,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-389,,621048,53526326,2340131,469171,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,08/05/2018,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-669,,621048,53526327,2340132,469171,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,30/08/2018,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-253,,621048,53526352,2340098,469187,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,18/10/2018,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-637,,621048,53526370,2340081,469195,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,08/05/2018,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-389,,621048,53526827,2340131,469171,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,08/05/2018,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-669,,621048,53526816,2340132,469171,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,30/08/2018,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-253,,621048,53526841,2340098,469187,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,18/10/2018,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-637,,621048,53526859,2340081,469195,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2019,21/08/2019,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-1067,,632356,54318239,2380456,483575,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2019,05/06/2019,55.31166667,20.95666667,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-281,,632356,54318233,2380452,483572,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2019,05/06/2019,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-281,,632356,54318620,2380452,483572,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2019,21/08/2019,55.31166667,20.95666667,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-1067,,632356,54318617,2380456,483575,11444
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,24/01/2015,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.0003,,,,0.000039,0.00006,U2,BIOR,HPLC-MS-NE,NSK,,T-JTD-2015-PAV-187,,203822,45524482,1866836,305592,10097
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,25/05/2015,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.0002,,,,0.000039,0.00004,U2,BIOR,HPLC-MS-NE,NSK,,T-JTD-2015-PAV-505,,203822,45524468,1866842,305595,10097
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,12/08/2015,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.0006,,,,0.000039,0.00012,U2,BIOR,HPLC-MS-NE,NSK,,T-JTD-2015-PAV-1523,,203822,45524466,1866854,305601,10097
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,20/10/2015,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.0014,,,,0.000039,0.00028,U2,BIOR,HPLC-MS-NE,NSK,,T-JTD-2015-PAV-2349,,203822,45524476,1866874,305611,10097
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,18/10/2018,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-014-2018-PAV-637,,621046,53526881,2340081,469195,11259
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2016,03/03/2016,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.0002,,,,0.000039,0.00004,U2,BIOR,HPLC-MS,NSK,,T-JTD-2016-PAV-85,,570920,50126920,2196037,406340,10666
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,08/05/2018,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-JTD-2018-PAV-389,,621046,53526874,2340131,469171,11259
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,30/08/2018,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-014-2018-PAV-253,,621046,53526886,2340098,469187,11259
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,24/01/2015,55.31166667,20.95666667,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.00006,Q,,,0.00006,,,BIOR,GC-HRMS,NSK,,T-JTD-2015-PAV-187,,203821,45524164,1866836,305592,10097
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,25/05/2015,55.31166667,20.95666667,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.00006,Q,,,0.00006,,,BIOR,GC-HRMS,NSK,,T-JTD-2015-PAV-505,,203821,45524150,1866842,305595,10097
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,12/08/2015,55.31166667,20.95666667,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.00006,Q,,,0.00006,,,BIOR,GC-HRMS,NSK,,T-JTD-2015-PAV-1523,,203821,45524148,1866854,305601,10097
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2015,20/10/2015,55.31166667,20.95666667,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.00006,Q,,,0.00006,,,BIOR,GC-HRMS,NSK,,T-JTD-2015-PAV-2349,,203821,45524158,1866874,305611,10097
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2018,26/03/2018,55.31166667,20.95666667,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-JTD-2018-PAV-75,,621046,53526866,2340072,469163,11259
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2010,11/08/2010,55.31166667,20.95666667,,,1,,O-MET,TBSN+,BF,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,1-10-1135,,94524,33987360,1340541,148480,8755
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2011,22/04/2011,55.31166667,20.95666667,,,1,,O-MET,TBSN+,BF,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,1-11-390,,104951,35013246,1423574,163803,8944
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2011,04/08/2011,55.31166667,20.95666667,,,1,,O-MET,TBSN+,BF,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,1-11-1217,,104951,35013249,1423596,163814,8944
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2011,10/11/2011,55.31166667,20.95666667,,,1,,O-MET,TBSN+,BF,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,01/11/1913,,104951,35013252,1423586,163809,8944
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2012,06/03/2012,55.31166667,20.95666667,,,1,,O-MET,TBSN+,WT,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,1-12-213,,120449,37874772,1595746,195992,9148
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2012,31/05/2012,55.31166667,20.95666667,,,1,,O-MET,TBSN+,WT,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,1-12-754,,120449,37874763,1595758,195980,9148
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2012,21/08/2012,55.31166667,20.95666667,,,1,,O-MET,TBSN+,WT,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,1-12-1294,,120449,37874765,1595766,195972,9148
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2012,22/10/2012,55.31166667,20.95666667,,,1,,O-MET,TBSN+,WT,WT,NF,NF,No,,ug/l,0.001,Q,,,0.001,,,MRLT,GC,NSK,,01/12/1945,,120449,37874757,1595782,195986,9148
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2016,03/03/2016,55.31166667,20.95666667,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.00006,Q,,,0.00006,,,BIOR,GC-HRMS,NSK,,T-JTD-2016-PAV-85,,570919,50126722,2196037,406340,10666
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-002,K41,4583,K41,4583,K41,2020,04/08/2020,55.31166667,20.95666667,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.006,Q,,,0.006,,,MRLT,GC,NSK,,T-014-2020-PAV-935,,853443,60072773,3328174,584044,12121
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2020,06/08/2020,56.03833333,21.05,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.006,Q,,,0.006,,,MRLT,GC,NSK,,T-014-2020-PAV-1109,,853443,60072768,3328156,584052,12121
TBT and imposex,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2016,02/03/2016,56.03833333,21.05,T,,1,1,O-MET,TBSN+,WT,WT,NF,NF,No,W,ug/l,0.00006,Q,,,0.00006,,,BIOR,GC-HRMS,NSK,,T-JTD-2016-PAV-71,,570919,50126732,2196028,406335,10666
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,17/10/2018,56.03833333,21.05,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-014-2018-PAV-625,,621046,53526868,2340091,469191,11259
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,28/03/2018,56.03833333,21.05,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-JTD-2018-PAV-61,,621046,53526865,2340129,469167,11259
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,09/05/2018,56.03833333,21.05,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-JTD-2018-PAV-365,,621046,53526879,2340118,469173,11259
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,29/08/2018,56.03833333,21.05,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.005,Q,,,0.005,,,MRLT,HPLC-MS-MS,NSK,,T-014-2018-PAV-229,,621046,53526884,2340108,469179,11259
PFOS,Secondary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2016,02/03/2016,56.03833333,21.05,T,,1,1,O-FL,PFOS,WT,WT,NF,NF,No,W,ug/l,0.0003,,,,0.000039,0.00006,U2,BIOR,HPLC-MS,NSK,,T-JTD-2016-PAV-71,,570920,50126930,2196028,406335,10666
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,21/10/2019,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-1339,,632356,54318253,2380432,483584,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,17/04/2019,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-9,,632356,54318602,2380477,483559,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,21/05/2019,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-257,,632356,54318608,2380468,483565,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,21/10/2019,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-1339,,632356,54318599,2380432,483584,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,26/08/2019,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.22,,,,0.2,0.0123,SD,MRLT,ICP-MS,NSK,,T-014-2019-PAV-941,,632356,54318623,2380444,483578,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,26/08/2019,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-941,,632356,54318237,2380444,483578,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,28/03/2018,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-61,,621048,53526810,2340129,469167,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,17/04/2019,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-9,,632356,54318216,2380477,483559,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2019,21/05/2019,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2019-PAV-257,,632356,54318221,2380468,483565,11444
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,17/10/2018,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-625,,621048,53526853,2340091,469191,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,29/08/2018,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-229,,621048,53526835,2340108,469179,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,09/05/2018,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-365,,621048,53526819,2340118,469173,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,28/03/2018,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-61,,621048,53526375,2340129,469167,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,17/10/2018,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-625,,621048,53526364,2340091,469191,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,09/05/2018,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-JTD-2018-PAV-365,,621048,53526330,2340118,469173,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2018,29/08/2018,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-PC-0.45,FM-PC-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2018-PAV-229,,621048,53526346,2340108,469179,11259
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2020,09/11/2020,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1479,,853438,60072358,3328136,584058,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2020,09/11/2020,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1479,,853438,60072736,3328136,584058,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2020,06/08/2020,56.03833333,21.05,T,,1,1,I-MET,CD,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.1,Q,,,0.1,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1109,,853438,60072345,3328156,584052,12121
Metals,Primary,Lithuania,COMB,MRLT,Eastern Gotland Basin,19,LIT-003,B1,4642,B1,4642,B1,2020,06/08/2020,56.03833333,21.05,T,,1,1,I-MET,PB,WT,WT,FM-CA-0.45,FM-CA-0.45,Yes,W,ug/l,0.2,Q,,,0.2,,,MRLT,ICP-MS,NSK,,T-014-2020-PAV-1109,,853438,60072734,3328156,584052,12121
