country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,subseries,source
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10074,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,8,y,,,,,,A10075,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10076,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10077,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10078,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,18,y,,,,,,A10079,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,6,y,,,,,,A10080,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,4,y,,,,,,A10081,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,6,y,,,,,,A10082,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10083,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10084,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,AGMEA,WO,,7,y,,,,,,A10085,adult_female,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,AGMEA,WO,,5,y,,,,,,A10086,adult_female,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10087,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A10088,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10089,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,AGMEA,WO,,6,y,,,,,,A10090,adult_female,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10091,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,AGMEA,WO,,5,y,,,,,,A10092,adult_female,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,14,y,,,,,,A10093,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,AGMEA,WO,,6,y,,,,,,A10094,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10095,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10096,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,12,y,,,,,,A10097,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A10098,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,9,y,,,,,,A10099,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,9,y,,,,,,A10100,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,13,y,,,,,,A10101,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10102,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,11,y,,,,,,A10103,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,15,y,,,,,,A10104,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,F,AGMEA,WO,,10,y,,,,,,A10105,adult_female,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,9,y,,,,,,A10106,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,F,AGMEA,WO,,9,y,,,,,,A10107,adult_female,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10108,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,11,y,,,,,,A10109,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,11,y,,,,,,A10110,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10111,juvenile,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,15,y,,,,,,A10112,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,13,y,,,,,,A10113,adult_male,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,F,AGMEA,WO,,22,y,,,,,,A10114,adult_female,Letcher
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,13,y,,,,,,A10115,adult_male,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10136,juvenile,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10137,juvenile,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,AGMEA,WO,,15,y,,,,,,A10138,adult_male,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,AGMEA,WO,,29,y,,,,,,A10139,adult_male,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10140,juvenile,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10141,juvenile,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,F,AGMEA,WO,,12,y,,,,,,A10142,adult_female,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A10143,adult_male,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,AGMEA,WO,,11,y,,,,,,A10144,adult_male,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10145,adult_male,Letcher
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,AGMEA,WO,,10,y,,,,,,A10146,adult_male,Letcher
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10148,juvenile,Letcher
Canada,A6,Western Hudson Bay,2010,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10156,adult_male,Letcher
Canada,A6,Western Hudson Bay,2010,Ursus maritimus,F,AGMEA,WO,,6,y,,,,,,A10157,adult_female,Letcher
Canada,A6,Western Hudson Bay,2010,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10158,juvenile,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10159,juvenile,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10160,adult_male,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10161,juvenile,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10162,juvenile,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10163,juvenile,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,M,AGMEA,WO,,16,y,,,,,,A10164,adult_male,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10165,juvenile,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10166,juvenile,Letcher
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A10167,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10168,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A10169,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,AGMEA,WO,,12,y,,,,,,A10170,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A10171,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,AGMEA,WO,,10,y,,,,,,A10172,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A10173,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10174,juvenile,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10175,juvenile,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,AGMEA,WO,,11,y,,,,,,A10176,adult_male,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10177,juvenile,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10178,juvenile,Letcher
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10179,juvenile,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,F,AGMEA,WO,,6,y,,,,,,A10197,adult_female,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,I,AGMEA,WO,,3,y,,,,,,A10198,juvenile,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,I,AGMEA,WO,,4,y,,,,,,A10199,juvenile,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,F,AGMEA,WO,,20,y,,,,,,A10200,adult_female,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,8,y,,,,,,A10201,adult_male,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,11,y,,,,,,A10202,adult_male,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,F,AGMEA,WO,,6,y,,,,,,A10203,adult_female,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,16,y,,,,,,A10204,adult_male,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,M,AGMEA,WO,,6,y,,,,,,A10205,adult_male,Letcher
Canada,A6,Western Hudson Bay,2014,Ursus maritimus,F,AGMEA,WO,,6,y,,,,,,A10206,adult_female,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10207,juvenile,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,F,AGMEA,WO,,6,y,,,,,,A10208,adult_female,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,F,AGMEA,WO,,9,y,,,,,,A10209,adult_female,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10210,juvenile,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,9,y,,,,,,A10211,adult_male,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,M,AGMEA,WO,,11,y,,,,,,A10212,adult_male,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,I,AGMEA,WO,,2,y,,,,,,A10213,juvenile,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,F,AGMEA,WO,,13,y,,,,,,A10214,adult_female,Letcher
Canada,A6,Western Hudson Bay,2015,Ursus maritimus,F,AGMEA,WO,,5,y,,,,,,A10215,adult_female,Letcher
