country,station_code,station_name,year,species,sex,determinand,matrix,basis,unit,value,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sub.sample,AMAP_group,source,OSPAR_region,OSPAR_subregion,,latitude,longitude
Denmark,911,Mýlingsgrunnur,1980,Gadus morhua,U,HG,MU,W,mg/kg,0.058,,,,,,A_Gm-0747,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1985,Gadus morhua,U,HG,MU,W,mg/kg,0.05,,,,,,A_Gm-1122,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2015,Cepphus grylle,F,HG,LI,W,mg/kg,1.4,,,,,,A_Cg-0447,Not_applicable,BirgittaA,,,,,
Denmark,921,Vestmanna,2017,Fulmarus glacialis,F,HG,FE,W,mg/kg,0.496,,,,,,A_Fg-0364,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1999,Globicephala melas,M,HG,MU,W,mg/kg,1.87,,,,,,A_140399-0036,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2010,Globicephala melas,F,HG,LI,W,mg/kg,235,,,,,,A_020710-0005,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1997,Globicephala melas,M,HG,MU,W,mg/kg,1.31,,,,,,A_131197-0004,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2003,Globicephala melas,M,HG,MU,W,mg/kg,3.03,,,,,,A_030803-0037,Adult,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2010,Gadus morhua,F,HG,MU,W,mg/kg,0.073,,,,,,A_Gm-0448,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,1995,Cepphus grylle,F,HG,LI,W,mg/kg,0.35,,,,,,A_Cg-0014,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1999,Globicephala melas,M,HG,MU,W,mg/kg,3.22,,,,,,A_140399-0037,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2001,Globicephala melas,F,HG,LI,W,mg/kg,92.8,,,,,,A_270601-0088,Adult,BirgittaA,,,,,
Denmark,921,Vestmanna,2009,Fulmarus glacialis,F,HG,MU,W,mg/kg,0.0282,,,,,,A_Fg-0203,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2004,Cepphus grylle,,HG,EH,W,mg/kg,0.268,,,,,,A_Cg-0255,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2006,Cepphus grylle,,HG,EH,W,mg/kg,0.306,,,,,,A_Cg-0289,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1999,Globicephala melas,M,HG,MU,W,mg/kg,1.63,,,,,,A_140399-0008,Adult,BirgittaA,,,,,
Denmark,917,Sveipur,2007,Cepphus grylle,F,HG,LI,W,mg/kg,0.72,,,,,,A_Cg-0306,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1980,Gadus morhua,U,HG,MU,W,mg/kg,0.091,,,,,,A_Gm-0743,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2007,Globicephala melas,M,HG,MU,W,mg/kg,0.99,,,,,,A_130707-0010,Juvenile_male,BirgittaA,,,,,
Denmark,909,Koltur,2000,Cepphus grylle,,HG,EH,W,mg/kg,0.55,,,,,,A_Cg-0167,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2014,Cepphus grylle,,HG,EH,W,mg/kg,0.936,,,,,,A_Cg-0425,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2012,Gadus morhua,F,HG,MU,W,mg/kg,0.0311,,,,,,A_Gm-0497,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1989,Gadus morhua,U,HG,MU,W,mg/kg,0.08,,,,,,A_Gm-1281,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2007,Globicephala melas,F,HG,LI,W,mg/kg,70.9,,,,,,A_130707-0039,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2010,Globicephala melas,M,HG,MU,W,mg/kg,2.21,,,,,,A_240610-0016,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2016,Globicephala melas,M,HG,MU,W,mg/kg,1.58,,,,,,A_260716-0070,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2015,Globicephala melas,M,HG,MU,W,mg/kg,2.94,,,,,,A_230715-0064,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2016,Globicephala melas,M,HG,LI,W,mg/kg,102,,,,,,A_060716-0003,Adult,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1981,Gadus morhua,U,HG,MU,W,mg/kg,0.144,,,,,,A_Gm-0844,Not_applicable,BirgittaA,,,,,
Denmark,921,Vestmanna,2017,Fulmarus glacialis,F,HG,LI,W,mg/kg,0.181,,,,,,A_Fg-0358,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2001,Globicephala melas,M,HG,MU,W,mg/kg,2,,,,,,A_270601-0050,Adult,BirgittaA,,,,,
Denmark,909,Koltur,2000,Cepphus grylle,,HG,EH,W,mg/kg,0.16,,,,,,A_Cg-0168,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1986,Globicephala melas,F,HG,MU,W,mg/kg,0.8,,,,,,A_150986-0086,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2007,Globicephala melas,M,HG,LI,W,mg/kg,57.1,,,,,,A_030707-0025,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2001,Globicephala melas,F,HG,LI,W,mg/kg,25,,,,,,A_270601-0066,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,HG,MU,W,mg/kg,2.42,,,,,,A_080813-0006,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1986,Globicephala melas,F,HG,MU,W,mg/kg,0.33,,,,,,A_150986-0097,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2007,Globicephala melas,M,HG,LI,W,mg/kg,110,,,,,,A_030707-0024,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1997,Globicephala melas,M,HG,MU,W,mg/kg,1.38,,,,,,A_021297-0013,Juvenile_male,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1985,Gadus morhua,U,HG,MU,W,mg/kg,0.05,,,,,,A_Gm-1115,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2000,Gadus morhua,F,HG,MU,W,mg/kg,0.019,,,,,,A_Gm-0101,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2007,Cepphus grylle,F,HG,LI,W,mg/kg,0.591,,,,,,A_Cg-0304,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1989,Gadus morhua,U,HG,MU,W,mg/kg,0.08,,,,,,A_Gm-1290,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2002,Cepphus grylle,F,HG,LI,W,mg/kg,0.432,,,,,,A_Cg-0213,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,HG,MU,W,mg/kg,3.54,,,,,,A_300713-0020,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1997,Globicephala melas,M,HG,MU,W,mg/kg,3.59,,,,,,A_131197-0008,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2000,Globicephala melas,F,HG,MU,W,mg/kg,0.56,,,,,,A_090900-0005,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1987,Globicephala melas,M,HG,MU,W,mg/kg,0.69,,,,,,A_081087-0126,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2012,Globicephala melas,F,HG,LI,W,mg/kg,45.4,,,,,,A_100712-0019,Adult,BirgittaA,,,,,
Denmark,917,Sveipur,2009,Cepphus grylle,F,HG,FE,W,mg/kg,19.8,,,,,,A_Cg-0337,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2002,Cepphus grylle,,HG,EH,W,mg/kg,0.42,,,,,,A_Cg-0241,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1999,Globicephala melas,F,HG,MU,W,mg/kg,1.47,,,,,,A_140399-0014,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2002,Globicephala melas,M,HG,LI,W,mg/kg,189,,,,,,A_030902-0003,Adult,BirgittaA,,,,,
Denmark,909,Koltur,2006,Cepphus grylle,,HG,EH,W,mg/kg,0.234,,,,,,A_Cg-0287,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2001,Cepphus grylle,,HG,EH,W,mg/kg,0.292,,,,,,A_Cg-0190,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2006,Cepphus grylle,,HG,EH,W,mg/kg,0.569,,,,,,A_Cg-0295,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1997,Globicephala melas,M,HG,MU,W,mg/kg,5.94,,,,,,A_131197-0015,Adult,BirgittaA,,,,,
Denmark,909,Koltur,1999,Cepphus grylle,,HG,EH,W,mg/kg,0.65,,,,,,A_Cg-0146,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2010,Globicephala melas,M,HG,MU,W,mg/kg,1.86,,,,,,A_240610-0002,Juvenile_male,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1979,Gadus morhua,U,HG,MU,W,mg/kg,0.056,,,,,,A_Gm-0691,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1989,Gadus morhua,U,HG,MU,W,mg/kg,0.06,,,,,,A_Gm-1282,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2005,Gadus morhua,M,HG,MU,W,mg/kg,0.052,,,,,,A_Gm-0281,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2009,Cepphus grylle,M,HG,FE,W,mg/kg,1.64,,,,,,A_Cg-0344,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2017,Globicephala melas,M,HG,MU,W,mg/kg,2.7,,,,,,A_260617-0044,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1997,Globicephala melas,M,HG,MU,W,mg/kg,3.08,,,,,,A_131197-0006,Juvenile_male,BirgittaA,,,,,
Denmark,921,Vestmanna,2016,Fulmarus glacialis,M,HG,LI,W,mg/kg,0.177,,,,,,A_Fg-0340,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1979,Globicephala melas,M,HG,MU,W,mg/kg,3.25,,,,,,A_280879-0034,Adult,BirgittaA,,,,,
Denmark,916,Skúvoy,2004,Cepphus grylle,,HG,EH,W,mg/kg,0.542,,,,,,A_Cg-0261,Not_applicable,BirgittaA,,,,,
Denmark,921,Vestmanna,2016,Fulmarus glacialis,M,HG,FE,W,mg/kg,0.415,,,,,,A_Fg-0347,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1997,Globicephala melas,F,HG,MU,W,mg/kg,3.9,,,,,,A_131197-0013,Adult,BirgittaA,,,,,
Denmark,919,Tindhólmur,2015,Cepphus grylle,M,HG,FE,W,mg/kg,3.21,,,,,,A_Cg-0457,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1980,Gadus morhua,U,HG,MU,W,mg/kg,0.152,,,,,,A_Gm-0753,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,1999,Globicephala melas,F,HG,MU,W,mg/kg,1.765,,,,,,A_140399-0019,Adult,BirgittaA,,,,,
Denmark,909,Koltur,2014,Cepphus grylle,,HG,EH,W,mg/kg,0.726,,,,,,A_Cg-0434,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,1985,Gadus morhua,U,HG,MU,W,mg/kg,0.1,,,,,,A_Gm-1103,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2011,Globicephala melas,F,DRYWT%,LI,W,%,26,,,,,,A_020911-0018,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2007,Globicephala melas,M,DRYWT%,MU,W,%,26,,,,,,A_130707-0019,Juvenile_male,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2009,Gadus morhua,M,DRYWT%,MU,W,%,21.5,,,,,,A_Gm-0426,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2006,Cepphus grylle,,LIPIDWT%,EH,W,%,11,,,,,,A_Cg-0293,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2017,Globicephala melas,M,DRYWT%,MU,W,%,26.1,,,,,,A_160617-0094,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2006,Globicephala melas,M,DRYWT%,LI,W,%,29,,,,,,A_280806-0003,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2011,Globicephala melas,M,DRYWT%,LI,W,%,22,,,,,,A_020911-0066,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2000,Globicephala melas,M,DRYWT%,MU,W,%,29,,,,,,A_090900-0003,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2017,Globicephala melas,F,DRYWT%,LI,W,%,27.6,,,,,,A_290617-0011,Adult,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2011,Gadus morhua,F,DRYWT%,MU,W,%,20.5,,,,,,A_Gm-0480,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2008,Gadus morhua,U,DRYWT%,MU,W,%,20.2,,,,,,A_Gm-0417,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2012,Globicephala melas,F,DRYWT%,LI,W,%,27,,,,,,A_100712-0013,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2004,Globicephala melas,F,DRYWT%,MU,W,%,36,,,,,,A_080604-0011,Adult,BirgittaA,,,,,
Denmark,909,Koltur,2006,Cepphus grylle,,DRYWT%,EH,W,%,28.1,,,,,,A_Cg-0284,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2000,Globicephala melas,M,DRYWT%,MU,W,%,28,,,,,,A_090900-0012,Adult,BirgittaA,,,,,
Denmark,917,Sveipur,2002,Cepphus grylle,F,DRYWT%,LI,W,%,31,,,,,,A_Cg-0216,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2012,Globicephala melas,F,DRYWT%,LI,W,%,27,,,,,,A_100712-0020,Adult,BirgittaA,,,,,
Denmark,916,Skúvoy,2010,Cepphus grylle,,DRYWT%,EH,W,%,28.1,,,,,,A_Cg-0364,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2007,Cepphus grylle,M,DRYWT%,LI,W,%,32,,,,,,A_Cg-0305,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2014,Cepphus grylle,,LIPIDWT%,EH,W,%,10,,,,,,A_Cg-0430,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,1999,Cepphus grylle,,LIPIDWT%,EH,W,%,8.7,,,,,,A_Cg-0148,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2009,Cepphus grylle,M,DRYWT%,LI,W,%,30,,,,,,A_Cg-0349,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,DRYWT%,LI,W,%,25,,,,,,A_080813-0020,Adult,BirgittaA,,,,,
Denmark,921,Vestmanna,2016,Fulmarus glacialis,M,DRYWT%,LI,W,%,29,,,,,,A_Fg-0339,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2015,Globicephala melas,F,DRYWT%,MU,W,%,28,,,,,,A_290615-0012,Adult,BirgittaA,,,,,
Denmark,919,Tindhólmur,2013,Cepphus grylle,M,DRYWT%,LI,W,%,33,,,,,,A_Cg-0410,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2010,Cepphus grylle,,DRYWT%,EH,W,%,27.8,,,,,,A_Cg-0371,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2015,Globicephala melas,M,DRYWT%,LI,W,%,29.1,,,,,,A_290615-0015,Adult,BirgittaA,,,,,
Denmark,917,Sveipur,2002,Cepphus grylle,M,DRYWT%,LI,W,%,34,,,,,,A_Cg-0207,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2015,Cepphus grylle,M,DRYWT%,LI,W,%,31.2,,,,,,A_Cg-0459,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2002,Cepphus grylle,F,DRYWT%,LI,W,%,32,,,,,,A_Cg-0208,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2008,Cepphus grylle,,LIPIDWT%,EH,W,%,11,,,,,,A_Cg-0326,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2011,Cepphus grylle,F,DRYWT%,LI,W,%,32,,,,,,A_Cg-0377,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2013,Cepphus grylle,M,DRYWT%,LI,W,%,34,,,,,,A_Cg-0413,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2012,Gadus morhua,M,DRYWT%,MU,W,%,19.8,,,,,,A_Gm-0501,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2002,Cepphus grylle,M,DRYWT%,LI,W,%,33,,,,,,A_Cg-0200,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2010,Gadus morhua,F,DRYWT%,MU,W,%,19.5,,,,,,A_Gm-0450,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2010,Globicephala melas,M,DRYWT%,MU,W,%,28,,,,,,A_240610-0030,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,DRYWT%,LI,W,%,30,,,,,,A_300713-0028,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,DRYWT%,MU,W,%,33,,,,,,A_300713-0030,Juvenile_male,BirgittaA,,,,,
Denmark,921,Vestmanna,2009,Fulmarus glacialis,F,DRYWT%,MU,W,%,28.5,,,,,,A_Fg-0199,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2015,Cepphus grylle,M,DRYWT%,LI,W,%,30.5,,,,,,A_Cg-0455,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2000,Cepphus grylle,,LIPIDWT%,EH,W,%,12,,,,,,A_Cg-0175,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2008,Cepphus grylle,,DRYWT%,EH,W,%,25.3,,,,,,A_Cg-0321,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2016,Cepphus grylle,,DRYWT%,EH,W,%,26.2,,,,,,A_Cg-0462,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2000,Globicephala melas,F,DRYWT%,MU,W,%,30,,,,,,A_090900-0007,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2000,Globicephala melas,F,DRYWT%,MU,W,%,29,,,,,,A_090900-0002,Adult,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2013,Gadus morhua,F,DRYWT%,MU,W,%,20.1,,,,,,A_Gm-0529,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2001,Globicephala melas,F,DRYWT%,LI,W,%,26,,,,,,A_050701-0032,Adult,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2012,Gadus morhua,F,DRYWT%,MU,W,%,20.7,,,,,,A_Gm-0504,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2015,Cepphus grylle,F,DRYWT%,FE,W,%,65.7,,,,,,A_Cg-0447,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2016,Globicephala melas,M,DRYWT%,MU,W,%,29.3,,,,,,A_260716-0108,Juvenile_male,BirgittaA,,,,,
Denmark,919,Tindhólmur,2013,Cepphus grylle,M,DRYWT%,LI,W,%,33,,,,,,A_Cg-0408,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2005,Cepphus grylle,M,DRYWT%,LI,W,%,33,,,,,,A_Cg-0272,Not_applicable,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2017,Gadus morhua,M,DRYWT%,MU,W,%,22.8,,,,,,A_Gm-0636,Not_applicable,BirgittaA,,,,,
Denmark,921,Vestmanna,2017,Fulmarus glacialis,M,DRYWT%,FE,W,%,75.9,,,,,,A_Fg-0361,Not_applicable,BirgittaA,,,,,
Denmark,921,Vestmanna,2017,Fulmarus glacialis,F,DRYWT%,FE,W,%,78.3,,,,,,A_Fg-0358,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2012,Globicephala melas,F,DRYWT%,LI,W,%,25,,,,,,A_100712-0030,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,DRYWT%,MU,W,%,32,,,,,,A_080813-0026,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2016,Globicephala melas,M,DRYWT%,MU,W,%,32.7,,,,,,A_260716-0132,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2004,Globicephala melas,M,DRYWT%,MU,W,%,31,,,,,,A_080604-0016,Adult,BirgittaA,,,,,
Denmark,921,Vestmanna,2016,Fulmarus glacialis,F,DRYWT%,FE,W,%,74.6,,,,,,A_Fg-0344,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,DRYWT%,MU,W,%,30,,,,,,A_300713-0018,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2016,Globicephala melas,M,DRYWT%,LI,W,%,27.5,,,,,,A_260716-0115,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2003,Globicephala melas,F,DRYWT%,MU,W,%,27,,,,,,A_030803-0106,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2011,Globicephala melas,F,DRYWT%,LI,W,%,27,,,,,,A_090211-0011,Adult,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2012,Globicephala melas,M,DRYWT%,MU,W,%,49,,,,,,A_090812-0009,Juvenile_male,BirgittaA,,,,,
Denmark,921,Vestmanna,2017,Fulmarus glacialis,F,DRYWT%,LI,W,%,31.2,,,,,,A_Fg-0357,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2013,Globicephala melas,M,DRYWT%,MU,W,%,26,,,,,,A_300713-0011,Juvenile_male,BirgittaA,,,,,
Denmark,909,Koltur,2016,Cepphus grylle,,DRYWT%,EH,W,%,24.9,,,,,,A_Cg-0468,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2013,Cepphus grylle,M,DRYWT%,LI,W,%,30,,,,,,A_Cg-0414,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2006,Cepphus grylle,,LIPIDWT%,EH,W,%,12,,,,,,A_Cg-0286,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2007,Cepphus grylle,F,DRYWT%,LI,W,%,32,,,,,,A_Cg-0312,Not_applicable,BirgittaA,,,,,
Denmark,921,Vestmanna,2017,Fulmarus glacialis,M,DRYWT%,MU,W,%,30.5,,,,,,A_Fg-0359,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2017,Globicephala melas,M,DRYWT%,MU,W,%,27.9,,,,,,A_160617-0035,Juvenile_male,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2016,Gadus morhua,F,DRYWT%,MU,W,%,21.7,,,,,,A_Gm-0610,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2010,Cepphus grylle,,LIPIDWT%,EH,W,%,9.5,,,,,,A_Cg-0363,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2009,Globicephala melas,F,DRYWT%,LI,W,%,28,,,,,,A_230509-0046,Adult,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2017,Gadus morhua,M,DRYWT%,MU,W,%,20.6,,,,,,A_Gm-0641,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2016,Cepphus grylle,,DRYWT%,EH,W,%,24.2,,,,,,A_Cg-0465,Not_applicable,BirgittaA,,,,,
Denmark,917,Sveipur,2015,Cepphus grylle,F,DRYWT%,FE,W,%,80.2,,,,,,A_Cg-0445,Not_applicable,BirgittaA,,,,,
Denmark,919,Tindhólmur,2007,Cepphus grylle,M,DRYWT%,LI,W,%,32,,,,,,A_Cg-0309,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2000,Globicephala melas,M,DRYWT%,MU,W,%,28,,,,,,A_090900-0019,Adult,BirgittaA,,,,,
Denmark,919,Tindhólmur,2005,Cepphus grylle,F,DRYWT%,LI,W,%,31,,,,,,A_Cg-0273,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2011,Globicephala melas,F,DRYWT%,LI,W,%,28,,,,,,A_090211-0003,Adult,BirgittaA,,,,,
Denmark,911,Mýlingsgrunnur,2012,Gadus morhua,M,DRYWT%,MU,W,%,19.6,,,,,,A_Gm-0502,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2004,Cepphus grylle,,LIPIDWT%,EH,W,%,8,,,,,,A_Cg-0261,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2006,Cepphus grylle,,DRYWT%,EH,W,%,26,,,,,,A_Cg-0283,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2016,Cepphus grylle,,DRYWT%,EH,W,%,24.6,,,,,,A_Cg-0466,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2000,Cepphus grylle,,LIPIDWT%,EH,W,%,10,,,,,,A_Cg-0173,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2016,Globicephala melas,M,DRYWT%,MU,W,%,31.2,,,,,,A_260716-0102,Juvenile_male,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2012,Globicephala melas,F,DRYWT%,LI,W,%,27,,,,,,A_100712-0028,Adult,BirgittaA,,,,,
Denmark,921,Vestmanna,2016,Fulmarus glacialis,M,DRYWT%,FE,W,%,81.6,,,,,,A_Fg-0342,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2006,Cepphus grylle,,DRYWT%,EH,W,%,26.3,,,,,,A_Cg-0287,Not_applicable,BirgittaA,,,,,
Denmark,916,Skúvoy,2010,Cepphus grylle,,LIPIDWT%,EH,W,%,13,,,,,,A_Cg-0371,Not_applicable,BirgittaA,,,,,
Denmark,909,Koltur,2010,Cepphus grylle,,DRYWT%,EH,W,%,25.7,,,,,,A_Cg-0357,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2011,Globicephala melas,F,DRYWT%,LI,W,%,26,,,,,,A_090211-0015,Adult,BirgittaA,,,,,
Denmark,916,Skúvoy,2001,Cepphus grylle,,LIPIDWT%,EH,W,%,9.9,,,,,,A_Cg-0198,Not_applicable,BirgittaA,,,,,
Denmark,902,Føroyskar hvalvágir,2017,Globicephala melas,F,DRYWT%,LI,W,%,26.7,,,,,,A_260617-0012,Adult,BirgittaA,,,,,
