country,station_code,station_name,year,species,sex,determinand,matrix,basis,unit,value,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sub.sample,AMAP_group,source,OSPAR_region,OSPAR_subregion,,latitude,longitude
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,,HG,HA,D,mg/kg,6.8,,,,20,%,A20282,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,M,HG,LI,W,mg/kg,18.07,,,,25,%,A20283,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,M,HG,HA,D,mg/kg,5.48,,,,20,%,A20283,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,M,HG,LI,W,mg/kg,19.67,,,,25,%,A20284,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,M,HG,HA,D,mg/kg,8.72,,,,20,%,A20284,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,F,HG,LI,W,mg/kg,35.14,,,,25,%,A20285,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,F,HG,HA,D,mg/kg,9.51,,,,20,%,A20285,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2010,Ursus maritimus,M,HG,LI,W,mg/kg,11,,,,25,%,A20286,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,LI,W,mg/kg,18.71,,,,25,%,A20287,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,HA,D,mg/kg,34.95,,,,20,%,A20287,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,LI,W,mg/kg,9.49,,,,25,%,A20288,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,HA,D,mg/kg,19.07,,,,20,%,A20288,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,LI,W,mg/kg,17.74,,,,25,%,A20289,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,HA,D,mg/kg,6.72,,,,20,%,A20289,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,LI,W,mg/kg,18.55,,,,25,%,A20290,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,HA,D,mg/kg,4.1,,,,20,%,A20290,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,LI,W,mg/kg,12.55,,,,25,%,A20291,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,HA,D,mg/kg,6.38,,,,20,%,A20291,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,LI,W,mg/kg,13.4,,,,25,%,A20292,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,HA,D,mg/kg,4.57,,,,20,%,A20292,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,LI,W,mg/kg,11.5,,,,25,%,A20293,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,HA,D,mg/kg,6.2,,,,20,%,A20293,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,LI,W,mg/kg,18.74,,,,25,%,A20294,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,F,HG,HA,D,mg/kg,7.97,,,,20,%,A20294,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,LI,W,mg/kg,14.77,,,,25,%,A20295,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,HA,D,mg/kg,7,,,,20,%,A20295,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,LI,W,mg/kg,11.9,,,,25,%,A20296,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2011,Ursus maritimus,M,HG,HA,D,mg/kg,5,,,,20,%,A20296,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,LI,W,mg/kg,13.23,,,,25,%,A20298,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,HA,D,mg/kg,3.34,,,,20,%,A20298,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,LI,W,mg/kg,13.73,,,,25,%,A20299,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,HA,D,mg/kg,7.57,,,,20,%,A20299,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,LI,W,mg/kg,18.35,,,,25,%,A20300,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,HA,D,mg/kg,6.39,,,,20,%,A20300,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,F,HG,LI,W,mg/kg,12.57,,,,25,%,A20301,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,F,HG,LI,W,mg/kg,14.8,,,,25,%,A20302,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,F,HG,HA,D,mg/kg,4.83,,,,20,%,A20302,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,F,HG,LI,W,mg/kg,10.01,,,,25,%,A20303,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,F,HG,HA,D,mg/kg,5.32,,,,20,%,A20303,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,LI,W,mg/kg,19.59,,,,25,%,A20304,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,HA,D,mg/kg,4.8,,,,20,%,A20304,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,LI,W,mg/kg,14.86,,,,25,%,A20305,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,HA,D,mg/kg,6.84,,,,20,%,A20305,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,LI,W,mg/kg,15.32,,,,25,%,A20306,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,LI,W,mg/kg,2,,,,25,%,A20307,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2012,Ursus maritimus,M,HG,HA,D,mg/kg,5.48,,,,20,%,A20307,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,F,HG,LI,W,mg/kg,15.74,,,,25,%,A20308,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,F,HG,HA,D,mg/kg,4.21,,,,20,%,A20308,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,F,HG,LI,W,mg/kg,34.99,,,,25,%,A20309,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,F,HG,HA,D,mg/kg,6.39,,,,20,%,A20309,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,F,HG,LI,W,mg/kg,127.43,,,,25,%,A20310,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,F,HG,HA,D,mg/kg,6.19,,,,20,%,A20310,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,LI,W,mg/kg,39.28,,,,25,%,A20311,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,HA,D,mg/kg,5.61,,,,20,%,A20311,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,LI,W,mg/kg,80.9,,,,25,%,A20312,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,HA,D,mg/kg,5.56,,,,20,%,A20312,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,LI,W,mg/kg,100.5,,,,25,%,A20313,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,HA,D,mg/kg,10.87,,,,20,%,A20313,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,LI,W,mg/kg,186.84,,,,25,%,A20314,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,HA,D,mg/kg,6.36,,,,20,%,A20314,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,LI,W,mg/kg,76.33,,,,25,%,A20315,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,HA,D,mg/kg,9.5,,,,20,%,A20315,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,LI,W,mg/kg,32.84,,,,25,%,A20316,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2013,Ursus maritimus,M,HG,HA,D,mg/kg,8.92,,,,20,%,A20316,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,17.07,,,,25,%,A20317,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,3.57,,,,20,%,A20317,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,F,HG,LI,W,mg/kg,20.89,,,,25,%,A20318,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,F,HG,HA,D,mg/kg,5.86,,,,20,%,A20318,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,32.39,,,,25,%,A20319,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,9.85,,,,20,%,A20319,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,19.54,,,,25,%,A20320,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,5.52,,,,20,%,A20320,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,4.67,,,,25,%,A20321,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,5.13,,,,20,%,A20321,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,18.39,,,,25,%,A20322,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,7.14,,,,20,%,A20322,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,28.11,,,,25,%,A20323,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,7.41,,,,20,%,A20323,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,15.5,,,,25,%,A20324,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,8.79,,,,20,%,A20324,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,F,HG,LI,W,mg/kg,11.2,,,,25,%,A20325,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,F,HG,HA,D,mg/kg,3.79,,,,20,%,A20325,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,LI,W,mg/kg,10.02,,,,25,%,A20326,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2014,Ursus maritimus,M,HG,HA,D,mg/kg,4.92,,,,20,%,A20326,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,F,HG,LI,W,mg/kg,19.56,,,,25,%,A20327,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,F,HG,HA,D,mg/kg,8.72,,,,20,%,A20327,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,LI,W,mg/kg,12.54,,,,25,%,A20328,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,HA,D,mg/kg,7.39,,,,20,%,A20328,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,LI,W,mg/kg,16.25,,,,25,%,A20329,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,HA,D,mg/kg,6.09,,,,20,%,A20329,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,LI,W,mg/kg,21.85,,,,25,%,A20330,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,HA,D,mg/kg,6.72,,,,20,%,A20330,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,F,HG,LI,W,mg/kg,15.22,,,,25,%,A20331,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,F,HG,HA,D,mg/kg,6.89,,,,20,%,A20331,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,LI,W,mg/kg,5.24,,,,25,%,A20332,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,HA,D,mg/kg,2.61,,,,20,%,A20332,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,LI,W,mg/kg,26.08,,,,25,%,A20333,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,HA,D,mg/kg,17.66,,,,20,%,A20333,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,F,HG,LI,W,mg/kg,38.67,,,,25,%,A20334,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,F,HG,HA,D,mg/kg,6.49,,,,20,%,A20334,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,LI,W,mg/kg,23.62,,,,25,%,A20335,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,HA,D,mg/kg,13.68,,,,20,%,A20335,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,LI,W,mg/kg,24.51,,,,25,%,A20336,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2015,Ursus maritimus,M,HG,HA,D,mg/kg,7.64,,,,20,%,A20336,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,LI,W,mg/kg,17.23,,,,25,%,A20337,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,HA,D,mg/kg,9.29,,,,20,%,A20337,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,LI,W,mg/kg,24.65,,,,25,%,A20338,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,HA,D,mg/kg,10.15,,,,20,%,A20338,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,LI,W,mg/kg,16.02,,,,25,%,A20340,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,HA,D,mg/kg,8.83,,,,20,%,A20340,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,LI,W,mg/kg,20.18,,,,25,%,A20341,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,HA,D,mg/kg,6.66,,,,20,%,A20341,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,LI,W,mg/kg,25.86,,,,25,%,A20342,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,HA,D,mg/kg,15.43,,,,20,%,A20342,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,LI,W,mg/kg,26.51,,,,25,%,A20343,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,HA,D,mg/kg,8.64,,,,20,%,A20343,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,LI,W,mg/kg,15.74,,,,25,%,A20344,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,M,HG,HA,D,mg/kg,9.66,,,,20,%,A20344,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,F,HG,LI,W,mg/kg,27.71,,,,25,%,A20345,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2016,Ursus maritimus,F,HG,HA,D,mg/kg,9.69,,,,20,%,A20345,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,F,HG,LI,W,mg/kg,5962,,,,25,%,A20346,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,F,HG,HA,D,mg/kg,7.4,,,,20,%,A20346,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,20.38,,,,25,%,A20347,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,7.97,,,,20,%,A20347,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,14.83,,,,25,%,A20349,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,8.46,,,,20,%,A20349,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,F,HG,LI,W,mg/kg,16.48,,,,25,%,A20350,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,F,HG,HA,D,mg/kg,5.66,,,,20,%,A20350,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,34.05,,,,25,%,A20352,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,9.31,,,,20,%,A20352,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,32.94,,,,25,%,A20353,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,10.83,,,,20,%,A20353,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,18.66,,,,25,%,A20354,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,10.51,,,,20,%,A20354,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,5.42,,,,25,%,A20355,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,2.02,,,,20,%,A20355,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,7.6,,,,25,%,A20357,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,5.95,,,,20,%,A20357,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,34.59,,,,25,%,A20358,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,6.92,,,,20,%,A20358,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,19.02,,,,25,%,A20359,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,6.94,,,,20,%,A20359,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,LI,W,mg/kg,15.04,,,,25,%,A20360,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2017,Ursus maritimus,M,HG,HA,D,mg/kg,5.53,,,,20,%,A20360,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,22.84,,,,25,%,A20361,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,5.96,,,,20,%,A20361,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,31.48,,,,25,%,A20362,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,10.59,,,,20,%,A20362,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,LI,W,mg/kg,8.39,,,,25,%,A20363,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,HA,D,mg/kg,3.89,,,,20,%,A20363,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,LI,W,mg/kg,10.66,,,,25,%,A20364,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,HA,D,mg/kg,6.12,,,,20,%,A20364,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,27.92,,,,25,%,A20365,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,5.88,,,,20,%,A20365,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,15.34,,,,25,%,A20366,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,5.92,,,,20,%,A20366,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,16.1,,,,25,%,A20367,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,7.63,,,,20,%,A20367,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,15.62,,,,25,%,A20368,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,10.07,,,,20,%,A20368,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,LI,W,mg/kg,21.54,,,,25,%,A20369,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,HA,D,mg/kg,4.64,,,,20,%,A20369,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,10.07,,,,25,%,A20370,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,3.07,,,,20,%,A20370,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,LI,W,mg/kg,16.75,,,,25,%,A20371,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,HA,D,mg/kg,4.73,,,,20,%,A20371,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,LI,W,mg/kg,9.63,,,,25,%,A20372,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,HA,D,mg/kg,2.67,,,,20,%,A20372,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,LI,W,mg/kg,23.1,,,,25,%,A20374,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,M,HG,HA,D,mg/kg,5.93,,,,20,%,A20374,Adult_male,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,LI,W,mg/kg,41.44,,,,25,%,A20375,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,2018,Ursus maritimus,F,HG,HA,D,mg/kg,8.8,,,,20,%,A20375,Adult_female,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,1986,Phoca hispida,F,HG,LI,W,mg/kg,3.92,,,,25,%,A21000,Adult,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,1986,Phoca hispida,M,HG,LI,W,mg/kg,5.7,,,,25,%,A21001,Adult,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,1986,Phoca hispida,M,HG,LI,W,mg/kg,1.18,,,,25,%,A21002,Juvenile,Riget,,,,,
Denmark,12832,Ittoqqortoormiit District,1986,Phoca hispida,M,HG,LI,W,mg/kg,8.78,,,,25,%,A21003,Adult,Riget,,,,,
