country,station_code,station_name,year,species,sex,determinand,matrix,basis,unit,value,qflag,limit_detection,limit_quantification,uncertainty,methodUncertainty,latitude,longitude,date,depth,noinp,filtered,AMAP_group,sampleID,replicate,pargroup,metpt,metoa,metcx,OSPAR_region,OSPAR_subregion
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,F,HG,HA,D,mg/kg,5.306,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,F,AGMEA,HA,D,y,9,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,M,HG,HA,D,mg/kg,1.831,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,M,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,M,HG,HA,D,mg/kg,7.144,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,M,AGMEA,HA,D,y,9,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,F,HG,HA,D,mg/kg,7.468,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,F,AGMEA,HA,D,y,8,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,M,HG,HA,D,mg/kg,4.011,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2007,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,1.843,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,4.301,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,6.22,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,15,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,5.33,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,15,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,6.89,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,17.892,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,15,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,9.971,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,0.982,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,0,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,0.939,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,0,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,5.622,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,15,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,1.101,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,12,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,0.412,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,0,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,0.341,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,0,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,3.364,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,10.93787133,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,9.798,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,8,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,7.542358604,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,8.41,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,19,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,LI,W,mg/kg,6.526205518,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,2.242,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,8,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,25.70235484,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,12.083,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,LI,W,mg/kg,49.27589182,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,3.381,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,16,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,18.80615713,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,9.176,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,9,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,,HG,LI,W,mg/kg,16.96162791,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,,HG,HA,D,mg/kg,2.716,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,,AGMEA,HA,D,y,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,7.333162837,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,3.849,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,8,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,18.3422511,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,16.422,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,19,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,21.53530157,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,5.489,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,6,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,LI,W,mg/kg,56.24702232,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,6.149,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,25,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,LI,W,mg/kg,18.47263158,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,8.639,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,AGMEA,HA,D,y,19,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,HG,HA,D,mg/kg,7.334,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,F,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,2.9945,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2008,Ursus maritimus,M,HG,HA,D,mg/kg,2.995,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,6.485,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,9.262,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,3.865,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,F,HG,HA,D,mg/kg,7.022,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,7.995,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,9.657,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,13.124,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,10.616,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,6.169,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,F,HG,HA,D,mg/kg,5.822,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,F,HG,HA,D,mg/kg,3.773,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,8.22,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,7.069,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,7.233,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,8.421,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,M,HG,HA,D,mg/kg,6.533,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2009,Ursus maritimus,F,HG,HA,D,mg/kg,8.582,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,10.87714701,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,23.23873281,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,5.543,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,8,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,LI,W,mg/kg,10.22225744,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,HA,D,mg/kg,3.887,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,AGMEA,HA,D,y,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,16.90415611,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,6.861,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,LI,W,mg/kg,7.022860677,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,HA,D,mg/kg,6.811,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,3.319637447,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,3.602,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,8,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,18.25505134,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,6.982,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,6,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,9.012514448,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,9.226,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,LI,W,mg/kg,15.392728,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,HA,D,mg/kg,7.147,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,AGMEA,HA,D,y,6,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,9.712186423,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,6.804,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,18.07400244,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,5.477,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,LI,W,mg/kg,19.67251663,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,HG,HA,D,mg/kg,8.718,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,LI,W,mg/kg,35.14177534,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,HG,HA,D,mg/kg,9.512,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2010,Ursus maritimus,F,AGMEA,HA,D,y,17,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,LI,W,mg/kg,18.71,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,HA,D,mg/kg,34.95,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,AGMEA,HA,D,y,6,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,LI,W,mg/kg,9.49,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,HA,D,mg/kg,19.07,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,LI,W,mg/kg,17.74,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,HA,D,mg/kg,6.72,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,LI,W,mg/kg,18.55,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,HA,D,mg/kg,4.1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,LI,W,mg/kg,12.55,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,HA,D,mg/kg,6.38,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,LI,W,mg/kg,13.4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,HA,D,mg/kg,4.57,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,LI,W,mg/kg,11.5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,HA,D,mg/kg,6.2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,LI,W,mg/kg,18.74,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,HG,HA,D,mg/kg,7.97,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,LI,W,mg/kg,14.77,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,HA,D,mg/kg,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,AGMEA,HA,D,y,10,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,LI,W,mg/kg,11.9,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,HG,HA,D,mg/kg,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,,HG,LI,W,mg/kg,16.6,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,,HG,HA,D,mg/kg,6.74,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2011,Ursus maritimus,,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,F,HG,LI,W,mg/kg,12.56828481,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,F,AGMEA,HA,D,y,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,HG,LI,W,mg/kg,15.32297419,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,HG,LI,W,mg/kg,13.22836534,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,HG,HA,D,mg/kg,3.34,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,HG,LI,W,mg/kg,13.73039415,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,HG,HA,D,mg/kg,7.57,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,AGMEA,HA,D,y,10,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,HG,LI,W,mg/kg,18.34833317,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,HG,HA,D,mg/kg,6.39,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,M,AGMEA,HA,D,y,6,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,2012,Ursus maritimus,F,HG,LI,W,mg/kg,14.79541149,,,,25,%,,,,,,,,,,,,,,,
