country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,subseries,sample_latitude,sample_longitude,date,depth,method_pretreatment,method_analysis,method_extraction,noinp
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,0.92,ug/g,,,,,,A11785,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.047,ug/g,,,,,,A11786,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,F,HG,MU,W,0.95,ug/g,,,,,,A11787,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,0.825,ug/g,,,,,,A11788,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.072,ug/g,,,,,,A11789,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.064,ug/g,,,,,,A11790,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.209,ug/g,,,,,,A11791,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.367,ug/g,,,,,,A11792,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,0.879,ug/g,,,,,,A11793,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.021,ug/g,,,,,,A11794,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.655,ug/g,,,,,,A11795,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.241,ug/g,,,,,,A11796,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2002,Delphinapterus leucas,M,HG,MU,W,1.072,ug/g,,,,,,A11797,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,0.734,ug/g,,,,,,A11798,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,0.976,ug/g,,,,,,A11799,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,0.964,ug/g,,,,,,A11800,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,2.192,ug/g,,,,,,A11801,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,3.729,ug/g,,,,,,A11802,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.414,ug/g,,,,,,A11803,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,3.198,ug/g,,,,,,A11804,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.855,ug/g,,,,,,A11805,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.237,ug/g,,,,,,A11806,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.729,ug/g,,,,,,A11807,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.228,ug/g,,,,,,A11808,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.252,ug/g,,,,,,A11809,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,0.688,ug/g,,,,,,A11810,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.883,ug/g,,,,,,A11811,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.71,ug/g,,,,,,A11812,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.877,ug/g,,,,,,A11813,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.447,ug/g,,,,,,A11814,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,2.229,ug/g,,,,,,A11815,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,1.045,ug/g,,,,,,A11816,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2003,Delphinapterus leucas,M,HG,MU,W,0.673,ug/g,,,,,,A11817,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.154,ug/g,,,,,,A11818,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.799,ug/g,,,,,,A11819,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.364,ug/g,,,,,,A11820,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.605,ug/g,,,,,,A11821,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,2.167,ug/g,,,,,,A11822,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,0.782,ug/g,,,,,,A11823,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.712,ug/g,,,,,,A11824,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.499,ug/g,,,,,,A11825,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.061,ug/g,,,,,,A11826,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.146,ug/g,,,,,,A11827,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.248,ug/g,,,,,,A11828,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,0.5,ug/g,,,,,,A11829,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,0.668,ug/g,,,,,,A11830,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,0.597,ug/g,,,,,,A11831,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,0.685,ug/g,,,,,,A11832,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,1.004,ug/g,,,,,,A11833,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,F,HG,MU,W,1,ug/g,,,,,,A11834,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,F,HG,MU,W,0.649,ug/g,,,,,,A11835,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,2.136,ug/g,,,,,,A11836,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,3.008,ug/g,,,,,,A11837,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,0.6,ug/g,,,,,,A11838,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,2.165,ug/g,,,,,,A11839,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,M,HG,MU,W,0.576,ug/g,,,,,,A11840,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,F,HG,MU,W,0.499,ug/g,,,,,,A11841,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,F,HG,MU,W,0.501,ug/g,,,,,,A11842,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2004,Delphinapterus leucas,F,HG,MU,W,0.593,ug/g,,,,,,A11843,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,1.254,ug/g,,,,,,A11844,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.912,ug/g,,,,,,A11845,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.844,ug/g,,,,,,A11846,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,1.771,ug/g,,,,,,A11847,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,3.09,ug/g,,,,,,A11848,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,1.39,ug/g,,,,,,A11849,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,1.678,ug/g,,,,,,A11850,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,1.27,ug/g,,,,,,A11851,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,1.949,ug/g,,,,,,A11852,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.815,ug/g,,,,,,A11853,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,3.406,ug/g,,,,,,A11854,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,1.313,ug/g,,,,,,A11855,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,F,HG,MU,W,0.593,ug/g,,,,,,A11856,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,F,HG,MU,W,0.554,ug/g,,,,,,A11857,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,F,HG,MU,W,0.764,ug/g,,,,,,A11858,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,F,HG,MU,W,0.747,ug/g,,,,,,A11859,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.791,ug/g,,,,,,A11860,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.98,ug/g,,,,,,A11862,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.527,ug/g,,,,,,A11863,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.868,ug/g,,,,,,A11864,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2005,Delphinapterus leucas,M,HG,MU,W,0.514,ug/g,,,,,,A11865,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.961,ug/g,,,,,,A11866,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.775,ug/g,,,,,,A11867,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,F,HG,MU,W,1.114,ug/g,,,,,,A11868,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,F,HG,MU,W,0.868,ug/g,,,,,,A11869,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.639,ug/g,,,,,,A11870,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,F,HG,MU,W,0.583,ug/g,,,,,,A11872,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.827,ug/g,,,,,,A11873,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.115,ug/g,,,,,,A11874,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.046,ug/g,,,,,,A11875,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.811,ug/g,,,,,,A11876,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,2.23,ug/g,,,,,,A11877,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,2.108,ug/g,,,,,,A11878,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.47,ug/g,,,,,,A11879,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.583,ug/g,,,,,,A11881,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.776,ug/g,,,,,,A11882,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.537,ug/g,,,,,,A11883,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.182,ug/g,,,,,,A11884,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.561,ug/g,,,,,,A11885,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.61,ug/g,,,,,,A11886,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.095,ug/g,,,,,,A11887,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.4,ug/g,,,,,,A11888,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,3.389,ug/g,,,,,,A11889,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.972,ug/g,,,,,,A11890,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.051,ug/g,,,,,,A11891,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.297,ug/g,,,,,,A11892,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,2.742,ug/g,,,,,,A11893,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.179,ug/g,,,,,,A11894,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,1.212,ug/g,,,,,,A11895,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.985,ug/g,,,,,,A11896,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.888,ug/g,,,,,,A11897,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2006,Delphinapterus leucas,M,HG,MU,W,0.659,ug/g,,,,,,A11900,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,1.059,ug/g,,,,,,A11901,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.689,ug/g,,,,,,A11902,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,3.096,ug/g,,,,,,A11903,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,1.48,ug/g,,,,,,A11904,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.583,ug/g,,,,,,A11905,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.99,ug/g,,,,,,A11906,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,2.567,ug/g,,,,,,A11907,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.925,ug/g,,,,,,A11908,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,1.813,ug/g,,,,,,A11909,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,1.47,ug/g,,,,,,A11910,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.493,ug/g,,,,,,A11911,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.483,ug/g,,,,,,A11912,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,1.246,ug/g,,,,,,A11913,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.494,ug/g,,,,,,A11914,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.421,ug/g,,,,,,A11915,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,1.986,ug/g,,,,,,A11916,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.57,ug/g,,,,,,A11917,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2007,Delphinapterus leucas,M,HG,MU,W,0.47,ug/g,,,,,,A11918,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.935,ug/g,,,,,,A11919,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.767,ug/g,,,,,,A11920,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.553,ug/g,,,,,,A11921,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.755,ug/g,,,,,,A11922,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,F,HG,MU,W,0.635,ug/g,,,,,,A11923,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.113,ug/g,,,,,,A11924,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,2.219,ug/g,,,,,,A11925,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.223,ug/g,,,,,,A11926,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.239,ug/g,,,,,,A11927,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.885,ug/g,,,,,,A11928,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,2.335,ug/g,,,,,,A11929,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.627,ug/g,,,,,,A11930,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,F,HG,MU,W,0.766,ug/g,,,,,,A11931,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.132,ug/g,,,,,,A11932,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.511,ug/g,,,,,,A11933,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.79,ug/g,,,,,,A11934,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,F,HG,MU,W,1.49,ug/g,,,,,,A11935,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.709,ug/g,,,,,,A11936,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,F,HG,MU,W,1.096,ug/g,,,,,,A11937,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.51,ug/g,,,,,,A11938,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.06,ug/g,,,,,,A11939,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.227,ug/g,,,,,,A11940,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.778,ug/g,,,,,,A11941,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.545,ug/g,,,,,,A11942,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.994,ug/g,,,,,,A11943,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,1.143,ug/g,,,,,,A11944,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.991,ug/g,,,,,,A11945,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2008,Delphinapterus leucas,M,HG,MU,W,0.883,ug/g,,,,,,A11946,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.697,ug/g,,,,,,A11947,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.631,ug/g,,,,,,A11948,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,1.637,ug/g,,,,,,A11949,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,F,HG,MU,W,0.713,ug/g,,,,,,A11950,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,F,HG,MU,W,0.957,ug/g,,,,,,A11951,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,F,HG,MU,W,0.608,ug/g,,,,,,A11952,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.535,ug/g,,,,,,A11953,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,F,HG,MU,W,0.709,ug/g,,,,,,A11954,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.915,ug/g,,,,,,A11955,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.681,ug/g,,,,,,A11956,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,F,HG,MU,W,0.69,ug/g,,,,,,A11957,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.78,ug/g,,,,,,A11958,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.854,ug/g,,,,,,A11959,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,F,HG,MU,W,0.839,ug/g,,,,,,A11960,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,1.716,ug/g,,,,,,A11961,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.471,ug/g,,,,,,A11962,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,1.497,ug/g,,,,,,A11963,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,F,HG,MU,W,0.596,ug/g,,,,,,A11964,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.15,ug/g,,,,,,A11965,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,X,HG,MU,W,2.792,ug/g,,,,,,A11966,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.619,ug/g,,,,,,A11967,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,1.339,ug/g,,,,,,A11968,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.47,ug/g,,,,,,A11969,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.638,ug/g,,,,,,A11970,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,2.535,ug/g,,,,,,A11971,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.849,ug/g,,,,,,A11972,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2009,Delphinapterus leucas,M,HG,MU,W,0.566,ug/g,,,,,,A11973,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,1.656,ug/g,,,,,,A11974,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,1.659,ug/g,,,,,,A11975,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,0.621,ug/g,,,,,,A11976,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,1.237,ug/g,,,,,,A11977,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,1.351,ug/g,,,,,,A11978,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,0.853,ug/g,,,,,,A11979,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,0.681,ug/g,,,,,,A11980,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,0.599,ug/g,,,,,,A11981,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,0.731,ug/g,,,,,,A11982,large,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,0.696,ug/g,,,,,,A11983,small,,,,,,,,
Canada,A9,Southern Beaufort Sea,2010,Delphinapterus leucas,M,HG,MU,W,0.703,ug/g,,,,,,A11984,large,,,,,,,,
