country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,subseries,sample_latitude,sample_longitude,date,depth,method_pretreatment,method_analysis,method_extraction,noinp
Canada,A3,Southern Hudson Bay,2006,Ursus maritimus,F,HG,LI,D,34.42,ug/g,,,,,,A10001,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2006,Ursus maritimus,M,HG,LI,D,49.1,ug/g,,,,,,A10002,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,15.97,ug/g,,,,,,A10003,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,10.83,ug/g,,,,,,A10004,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,15.22,ug/g,,,,,,A10005,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,F,HG,LI,D,18.69,ug/g,,,,,,A10006,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,10.17,ug/g,,,,,,A10007,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,20.31,ug/g,,,,,,A10008,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,38.3,ug/g,,,,,,A10009,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,I,HG,LI,D,9.82,ug/g,,,,,,A10010,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,F,HG,LI,D,19.22,ug/g,,,,,,A10011,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,20.18,ug/g,,,,,,A10012,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,16.34,ug/g,,,,,,A10013,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,10.96,ug/g,,,,,,A10014,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,16.46,ug/g,,,,,,A10015,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,11.93,ug/g,,,,,,A10016,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,12.97,ug/g,,,,,,A10017,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,19.65,ug/g,,,,,,A10018,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,11.83,ug/g,,,,,,A10019,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,11.24,ug/g,,,,,,A10020,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,15.15,ug/g,,,,,,A10021,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,14.32,ug/g,,,,,,A10022,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,16.61,ug/g,,,,,,A10023,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,42.45,ug/g,,,,,,A10024,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,F,HG,LI,D,15.94,ug/g,,,,,,A10025,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,48.29,ug/g,,,,,,A10026,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,F,HG,LI,D,32.95,ug/g,,,,,,A10027,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,6.34,ug/g,,,,,,A10028,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,F,HG,LI,D,21.08,ug/g,,,,,,A10029,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,17.16,ug/g,,,,,,A10030,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,10.86,ug/g,,,,,,A10031,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,7.53,ug/g,,,,,,A10032,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,27.76,ug/g,,,,,,A10033,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,18.73,ug/g,,,,,,A10034,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,24.87,ug/g,,,,,,A10035,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,18.97,ug/g,,,,,,A10036,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,20.56,ug/g,,,,,,A10037,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,21.65,ug/g,,,,,,A10038,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,15.9,ug/g,,,,,,A10039,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,M,HG,LI,D,16.42,ug/g,,,,,,A10040,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,M,HG,LI,D,17.35,ug/g,,,,,,A10041,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,M,HG,LI,D,20.14,ug/g,,,,,,A10042,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,I,HG,LI,D,13.65,ug/g,,,,,,A10043,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,F,HG,LI,D,29.26,ug/g,,,,,,A10044,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,I,HG,LI,D,12.27,ug/g,,,,,,A10045,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,I,HG,LI,D,16.87,ug/g,,,,,,A10046,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,I,HG,LI,D,10.69,ug/g,,,,,,A10047,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2010,Ursus maritimus,M,HG,LI,D,27.51,ug/g,,,,,,A10048,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,47.35,ug/g,,,,,,A10049,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,15.72,ug/g,,,,,,A10050,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,15.01,ug/g,,,,,,A10051,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,12.18,ug/g,,,,,,A10052,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,8.09,ug/g,,,,,,A10053,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,31.78,ug/g,,,,,,A10054,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,10.06,ug/g,,,,,,A10055,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,32.57,ug/g,,,,,,A10056,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,28.23,ug/g,,,,,,A10057,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,33.68,ug/g,,,,,,A10058,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,11.7,ug/g,,,,,,A10059,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,15.34,ug/g,,,,,,A10060,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,14.36,ug/g,,,,,,A10061,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,18.89,ug/g,,,,,,A10062,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,17.28,ug/g,,,,,,A10063,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,F,HG,LI,D,20.78,ug/g,,,,,,A10064,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,F,HG,LI,D,20.37,ug/g,,,,,,A10065,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,28.22,ug/g,,,,,,A10066,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,14.25,ug/g,,,,,,A10067,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,10.76,ug/g,,,,,,A10068,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,30.03,ug/g,,,,,,A10069,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,34.34,ug/g,,,,,,A10070,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,23.28,ug/g,,,,,,A10071,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,HG,LI,D,12.21,ug/g,,,,,,A10072,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,41.87,ug/g,,,,,,A10073,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,12.71,ug/g,,,,,,A10074,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,10.24,ug/g,,,,,,A10075,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,12.67,ug/g,,,,,,A10076,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,15.55,ug/g,,,,,,A10077,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,13.97,ug/g,,,,,,A10078,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,23.86,ug/g,,,,,,A10079,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,16.44,ug/g,,,,,,A10080,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,15.8,ug/g,,,,,,A10081,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,11.44,ug/g,,,,,,A10082,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,4.06,ug/g,,,,,,A10083,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,5.83,ug/g,,,,,,A10084,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,HG,LI,D,15.39,ug/g,,,,,,A10085,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,HG,LI,D,9.75,ug/g,,,,,,A10086,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,15.89,ug/g,,,,,,A10087,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,33.28,ug/g,,,,,,A10088,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,10.85,ug/g,,,,,,A10089,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,HG,LI,D,49.46,ug/g,,,,,,A10090,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,22.12,ug/g,,,,,,A10091,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,F,HG,LI,D,12.27,ug/g,,,,,,A10092,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,28.73,ug/g,,,,,,A10093,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,14.98,ug/g,,,,,,A10094,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,14.98,ug/g,,,,,,A10095,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,I,HG,LI,D,22.08,ug/g,,,,,,A10096,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,44.47,ug/g,,,,,,A10097,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,19.25,ug/g,,,,,,A10098,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,20.73,ug/g,,,,,,A10099,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,26.69,ug/g,,,,,,A10100,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,16.84,ug/g,,,,,,A10101,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,24.88,ug/g,,,,,,A10102,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,33.83,ug/g,,,,,,A10103,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,M,HG,LI,D,42.42,ug/g,,,,,,A10104,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2014,Ursus maritimus,F,HG,LI,D,52.27,ug/g,,,,,,A10105,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,HG,LI,D,31.4,ug/g,,,,,,A10106,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,F,HG,LI,D,24.8,ug/g,,,,,,A10107,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,I,HG,LI,D,18.5,ug/g,,,,,,A10108,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,HG,LI,D,12.3,ug/g,,,,,,A10109,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,HG,LI,D,23.8,ug/g,,,,,,A10110,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,I,HG,LI,D,15.3,ug/g,,,,,,A10111,juvenile,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,HG,LI,D,22.2,ug/g,,,,,,A10112,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,HG,LI,D,19.4,ug/g,,,,,,A10113,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,F,HG,LI,D,25.3,ug/g,,,,,,A10114,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2015,Ursus maritimus,M,HG,LI,D,29,ug/g,,,,,,A10115,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,F,HG,LI,D,30.2,ug/g,,,,,,A10116,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,17.3,ug/g,,,,,,A10117,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,17.2,ug/g,,,,,,A10118,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,47.6,ug/g,,,,,,A10119,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,34.3,ug/g,,,,,,A10120,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,15.9,ug/g,,,,,,A10121,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,21.1,ug/g,,,,,,A10122,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,16.5,ug/g,,,,,,A10123,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,14,ug/g,,,,,,A10124,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2016,Ursus maritimus,M,HG,LI,D,16.5,ug/g,,,,,,A10125,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,F,HG,LI,D,12.3,ug/g,,,,,,A10126,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,F,HG,LI,D,17.2,ug/g,,,,,,A10127,adult_female,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,M,HG,LI,D,29.3,ug/g,,,,,,A10128,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,M,HG,LI,D,19,ug/g,,,,,,A10129,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,M,HG,LI,D,15.8,ug/g,,,,,,A10130,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,M,HG,LI,D,12.6,ug/g,,,,,,A10131,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,M,HG,LI,D,8.53,ug/g,,,,,,A10132,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,M,HG,LI,D,26.3,ug/g,,,,,,A10133,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,M,HG,LI,D,21,ug/g,,,,,,A10134,adult_male,,,,,,,,
Canada,A3,Southern Hudson Bay,2017,Ursus maritimus,F,HG,LI,D,22.3,ug/g,,,,,,A10135,adult_female,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,HG,LI,D,28.31,ug/g,,,,,,A10136,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,HG,LI,D,8.97,ug/g,,,,,,A10137,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,31.74,ug/g,,,,,,A10138,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,34.06,ug/g,,,,,,A10139,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,HG,LI,D,10.54,ug/g,,,,,,A10140,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,I,HG,LI,D,18.87,ug/g,,,,,,A10141,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,F,HG,LI,D,53.86,ug/g,,,,,,A10142,adult_female,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,22.07,ug/g,,,,,,A10143,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,6.75,ug/g,,,,,,A10144,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,43.66,ug/g,,,,,,A10145,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2007,Ursus maritimus,M,HG,LI,D,8.02,ug/g,,,,,,A10146,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,21.48,ug/g,,,,,,A10147,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,14.09,ug/g,,,,,,A10148,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,32.42,ug/g,,,,,,A10149,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,15.18,ug/g,,,,,,A10150,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,34.19,ug/g,,,,,,A10151,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,21.38,ug/g,,,,,,A10152,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,M,HG,LI,D,37.17,ug/g,,,,,,A10153,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,22.43,ug/g,,,,,,A10154,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2009,Ursus maritimus,I,HG,LI,D,21.85,ug/g,,,,,,A10155,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2010,Ursus maritimus,M,HG,LI,D,20.44,ug/g,,,,,,A10156,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2010,Ursus maritimus,F,HG,LI,D,24.91,ug/g,,,,,,A10157,adult_female,,,,,,,,
Canada,A6,Western Hudson Bay,2010,Ursus maritimus,I,HG,LI,D,20.9,ug/g,,,,,,A10158,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,HG,LI,D,37.58,ug/g,,,,,,A10159,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,M,HG,LI,D,33.61,ug/g,,,,,,A10160,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,HG,LI,D,12.27,ug/g,,,,,,A10161,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,HG,LI,D,42.65,ug/g,,,,,,A10162,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,HG,LI,D,38.59,ug/g,,,,,,A10163,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,M,HG,LI,D,15.77,ug/g,,,,,,A10164,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,HG,LI,D,13.3,ug/g,,,,,,A10165,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,I,HG,LI,D,16.41,ug/g,,,,,,A10166,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2011,Ursus maritimus,M,HG,LI,D,42.2,ug/g,,,,,,A10167,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,27.68,ug/g,,,,,,A10168,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,45.37,ug/g,,,,,,A10169,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,58.39,ug/g,,,,,,A10170,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,76.29,ug/g,,,,,,A10171,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,32.7,ug/g,,,,,,A10172,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,54,ug/g,,,,,,A10173,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,24.41,ug/g,,,,,,A10174,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,62.04,ug/g,,,,,,A10175,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,M,HG,LI,D,36.6,ug/g,,,,,,A10176,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,44.63,ug/g,,,,,,A10177,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,24.31,ug/g,,,,,,A10178,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2012,Ursus maritimus,I,HG,LI,D,21.83,ug/g,,,,,,A10179,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,34.51,ug/g,,,,,,A10180,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,37.74,ug/g,,,,,,A10181,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,15.25,ug/g,,,,,,A10182,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,13.14,ug/g,,,,,,A10183,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,41.36,ug/g,,,,,,A10184,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,11.19,ug/g,,,,,,A10185,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,17.2,ug/g,,,,,,A10186,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,41,ug/g,,,,,,A10187,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,26.48,ug/g,,,,,,A10188,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,20.95,ug/g,,,,,,A10189,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,22.6,ug/g,,,,,,A10190,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,30.24,ug/g,,,,,,A10191,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,5.98,ug/g,,,,,,A10192,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,44.25,ug/g,,,,,,A10193,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,4.58,ug/g,,,,,,A10194,juvenile,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,M,HG,LI,D,20.65,ug/g,,,,,,A10195,adult_male,,,,,,,,
Canada,A6,Western Hudson Bay,2013,Ursus maritimus,I,HG,LI,D,15.34,ug/g,,,,,,A10196,juvenile,,,,,,,,
