country;station_code;station_name;year;species;sex;determinand;matrix;basis;unit;value;qflag;limit_detection;limit_quantification;uncertainty;methodUncertainty;sub.sample;AMAP_group;idno
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;N15D;MU;D;ppt;15.9;;;;25;%;;adult_female;22209
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;C13D;MU;D;ppt;-20.1;;;;25;%;;adult_female;22209
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;SCB7;BB;L;ng/g;5129.2;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;DDTPP;BB;L;ng/g;416.46;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCH;BB;L;ng/g;272.47;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCB;BB;L;ng/g;103.84;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;OCB;BB;L;ng/g;28.5;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;DIEL;BB;L;ng/g;250.54;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCEPX;BB;L;ng/g;245.38;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;AGMEA;HA;D;y;2;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;OCDAN;BB;L;ng/g;1867.02;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;TNONC;BB;L;ng/g;201.41;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;N15D;MU;D;ppt;16.9;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;C13D;MU;D;ppt;-19.4;;;;25;%;;juvenile;22210
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;SCB7;BB;L;ng/g;4022.2;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;DDTPP;BB;L;ng/g;440.9;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCH;BB;L;ng/g;117.72;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCB;BB;L;ng/g;62.63;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;OCB;BB;L;ng/g;13.47;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;DIEL;BB;L;ng/g;131.96;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCEPX;BB;L;ng/g;129.35;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;AGMEA;HA;D;y;2;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;OCDAN;BB;L;ng/g;1001.3;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;TNONC;BB;L;ng/g;212.86;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;N15D;MU;D;ppt;16.7;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;C13D;MU;D;ppt;-18.9;;;;25;%;;juvenile;22212
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;SCB7;BB;L;ng/g;3829.27;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;DDTPP;BB;L;ng/g;488.79;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCH;BB;L;ng/g;120.57;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCB;BB;L;ng/g;53.23;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;OCB;BB;L;ng/g;12.53;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;DIEL;BB;L;ng/g;96.53;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCEPX;BB;L;ng/g;88.2;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;MIREX;BB;L;ng/g;0;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;AGMEA;HA;D;y;5;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;OCDAN;BB;L;ng/g;375.09;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;TNONC;BB;L;ng/g;227.06;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;N15D;MU;D;ppt;17;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;C13D;MU;D;ppt;-19;;;;25;%;;juvenile;22213
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;SCB7;BB;L;ng/g;3494.54;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;DDTPP;BB;L;ng/g;738.94;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;HCH;BB;L;ng/g;117.31;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;HCB;BB;L;ng/g;50.11;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;OCB;BB;L;ng/g;11.52;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;DIEL;BB;L;ng/g;145.23;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;HCEPX;BB;L;ng/g;126.33;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;MIREX;BB;L;ng/g;0;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;AGMEA;HA;D;y;3;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;OCDAN;BB;L;ng/g;1008.81;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;TNONC;BB;L;ng/g;168.8;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;N15D;MU;D;ppt;16.4;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;F;C13D;MU;D;ppt;-19.7;;;;25;%;;juvenile;22219
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;SCB7;BB;L;ng/g;2723.54;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;DDTPP;BB;L;ng/g;332.38;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCH;BB;L;ng/g;207.04;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCB;BB;L;ng/g;54.41;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;OCB;BB;L;ng/g;26.91;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;DIEL;BB;L;ng/g;126.49;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;HCEPX;BB;L;ng/g;98.04;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;AGMEA;HA;D;y;6;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;OCDAN;BB;L;ng/g;852.17;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;TNONC;BB;L;ng/g;166.93;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;N15D;MU;D;ppt;16.9;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;F;C13D;MU;D;ppt;-20.8;;;;25;%;;adult_female;22221
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;SCB7;BB;L;ng/g;2416.65;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;DDTPP;BB;L;ng/g;346.75;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCH;BB;L;ng/g;146.95;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCB;BB;L;ng/g;36.73;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;OCB;BB;L;ng/g;18.23;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;DIEL;BB;L;ng/g;92.46;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCEPX;BB;L;ng/g;71.48;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;MIREX;BB;L;ng/g;0;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;AGMEA;HA;D;y;1;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;OCDAN;BB;L;ng/g;434.69;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;TNONC;BB;L;ng/g;119.32;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;N15D;MU;D;ppt;16.1;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;C13D;MU;D;ppt;-20.1;;;;25;%;;juvenile;22226
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;SCB7;BB;L;ng/g;2533.61;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;DDTPP;BB;L;ng/g;457.99;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCH;BB;L;ng/g;91.19;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCB;BB;L;ng/g;22.96;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;OCB;BB;L;ng/g;6.92;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;DIEL;BB;L;ng/g;59.98;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;HCEPX;BB;L;ng/g;72.06;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;MIREX;BB;L;ng/g;0;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;AGMEA;HA;D;y;28;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;OCDAN;BB;L;ng/g;333.62;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;TNONC;BB;L;ng/g;285.06;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;N15D;MU;D;ppt;17.8;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2000;Ursus maritimus;M;C13D;MU;D;ppt;-18.9;;;;25;%;;adult_male;22227
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;SCB7;BB;L;ng/g;1896.15;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;DDTPP;BB;L;ng/g;361.11;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;HCH;BB;L;ng/g;121.14;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;HCB;BB;L;ng/g;49.43;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;OCB;BB;L;ng/g;12.87;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;DIEL;BB;L;ng/g;116.8;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;HCEPX;BB;L;ng/g;83.73;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;AGMEA;HA;D;y;4;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;OCDAN;BB;L;ng/g;520.05;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;TNONC;BB;L;ng/g;112.4;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;N15D;MU;D;ppt;16.2;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2001;Ursus maritimus;M;C13D;MU;D;ppt;-19.8;;;;25;%;;juvenile;22228
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;SCB7;BB;L;ng/g;11842.08;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;DDTPP;BB;L;ng/g;344;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;HCH;BB;L;ng/g;14;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;HCB;BB;L;ng/g;222;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;OCB;BB;L;ng/g;7;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;DIEL;BB;L;ng/g;119.32;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;HCEPX;BB;L;ng/g;51;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;MIREX;BB;L;ng/g;29.99;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;AGMEA;HA;D;y;9;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;OCDAN;BB;L;ng/g;208;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;TNONC;BB;L;ng/g;201;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;N15D;MU;D;ppt;17.6;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;C13D;MU;D;ppt;-18.7;;;;25;%;;adult_male;26370
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;SCB7;BB;L;ng/g;5711.28;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;DDTPP;BB;L;ng/g;678;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;HCH;BB;L;ng/g;169;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;HCB;BB;L;ng/g;42;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;OCB;BB;L;ng/g;18;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;DIEL;BB;L;ng/g;256.04;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;HCEPX;BB;L;ng/g;272;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;MIREX;BB;L;ng/g;10.73;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;AGMEA;HA;D;y;4;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;OCDAN;BB;L;ng/g;1707;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;TNONC;BB;L;ng/g;290;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;N15D;MU;D;ppt;18;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;C13D;MU;D;ppt;-19.4;;;;25;%;;juvenile;26371
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;SCB7;BB;L;ng/g;2734.29;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;DDTPP;BB;L;ng/g;262;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCH;BB;L;ng/g;118;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCB;BB;L;ng/g;40;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;OCB;BB;L;ng/g;14;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;DIEL;BB;L;ng/g;128.91;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCEPX;BB;L;ng/g;112;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;MIREX;BB;L;ng/g;4.23;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;AGMEA;HA;D;y;3;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;OCDAN;BB;L;ng/g;668;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;TNONC;BB;L;ng/g;76;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;N15D;MU;D;ppt;17.5;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;C13D;MU;D;ppt;-19.5;;;;25;%;;juvenile;26374
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;SCB7;BB;L;ng/g;2727.04;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;DDTPP;BB;L;ng/g;347;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;HCH;BB;L;ng/g;23;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;HCB;BB;L;ng/g;24;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;OCB;BB;L;ng/g;9;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;DIEL;BB;L;ng/g;93.72;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;HCEPX;BB;L;ng/g;95;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;MIREX;BB;L;ng/g;5.74;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;AGMEA;HA;D;y;4;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;OCDAN;BB;L;ng/g;526;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;TNONC;BB;L;ng/g;145;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;N15D;MU;D;ppt;16.4;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;M;C13D;MU;D;ppt;-19.4;;;;25;%;;juvenile;26375
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;SCB7;BB;L;ng/g;2494.07;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;DDTPP;BB;L;ng/g;299;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;HCH;BB;L;ng/g;36;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;HCB;BB;L;ng/g;51;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;OCB;BB;L;ng/g;12;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;DIEL;BB;L;ng/g;171.27;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;HCEPX;BB;L;ng/g;104;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;MIREX;BB;L;ng/g;3.74;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;AGMEA;HA;D;y;6;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;OCDAN;BB;L;ng/g;449;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;TNONC;BB;L;ng/g;98;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;N15D;MU;D;ppt;17;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;M;C13D;MU;D;ppt;-20.1;;;;25;%;;adult_male;26376
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;SCB7;BB;L;ng/g;4902.27;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;DDTPP;BB;L;ng/g;299;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;HCH;BB;L;ng/g;152;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;HCB;BB;L;ng/g;50;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;OCB;BB;L;ng/g;10;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;DIEL;BB;L;ng/g;153.31;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;HCEPX;BB;L;ng/g;163;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;MIREX;BB;L;ng/g;9.1;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;AGMEA;HA;D;y;4;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;OCDAN;BB;L;ng/g;1052;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2003;Ursus maritimus;F;TNONC;BB;L;ng/g;154;;;;25;%;;juvenile;26378
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;SCB7;BB;L;ng/g;4130.39;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;DDTPP;BB;L;ng/g;173;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCH;BB;L;ng/g;79;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCB;BB;L;ng/g;43;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;OCB;BB;L;ng/g;7;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;DIEL;BB;L;ng/g;137.53;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCEPX;BB;L;ng/g;160;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;MIREX;BB;L;ng/g;9.77;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;AGMEA;HA;D;y;21;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;OCDAN;BB;L;ng/g;1066;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;TNONC;BB;L;ng/g;126;;;;25;%;;adult_female;26379
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;SCB7;BB;L;ng/g;6499.58;;;;25;%;;juvenile;26381
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;DDTPP;BB;L;ng/g;504;;;;25;%;;juvenile;26381
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCH;BB;L;ng/g;210;;;;25;%;;juvenile;26381
Denmark;A90;Ittoqqortoormiit AMAP;2004;Ursus maritimus;F;HCB;BB;L;ng/g;44;;;;25;%;;juvenile;26381
