country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,series_subroup,source
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.05752,mg/kg,,,,25,%,A23012,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,37.4,cm,,,,,,A23012,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.04675,mg/kg,,,,25,%,A23013,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,26.5,cm,,,,,,A23013,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.01722,mg/kg,,,,25,%,A23014,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,23,cm,,,,,,A23014,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.0201,mg/kg,,,,25,%,A23015,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,19.8,cm,,,,,,A23015,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.01642,mg/kg,,,,25,%,A23016,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,25.4,cm,,,,,,A23016,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.01117,mg/kg,,,,25,%,A23017,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,25.2,cm,,,,,,A23017,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.06934,mg/kg,,,,25,%,A23018,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,35.1,cm,,,,,,A23018,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.014,mg/kg,,,,25,%,A23019,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,26,cm,,,,,,A23019,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.02422,mg/kg,,,,25,%,A23020,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,25.2,cm,,,,,,A23020,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.07096,mg/kg,,,,25,%,A23021,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,37.1,cm,,,,,,A23021,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.01588,mg/kg,,,,25,%,A23022,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,23.5,cm,,,,,,A23022,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,HG,LI,W,0.01338,mg/kg,,,,25,%,A23023,,Riget
Greenland,A100,Avanersuaq AMAP,1987,Myoxocephalus scorpius,,LNMEA,WO,,21.1,cm,,,,,,A23023,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0845,mg/kg,,,,25,%,A23024,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,21.5,cm,,,,,,A23024,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0447,mg/kg,,,,25,%,A23025,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,20.5,cm,,,,,,A23025,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0208,mg/kg,,,,25,%,A23026,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,21,cm,,,,,,A23026,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.034,mg/kg,,,,25,%,A23027,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,25.5,cm,,,,,,A23027,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0443,mg/kg,,,,25,%,A23028,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,23.5,cm,,,,,,A23028,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.03805,mg/kg,,,,25,%,A23029,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,26.5,cm,,,,,,A23029,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0627,mg/kg,,,,25,%,A23030,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,24.5,cm,,,,,,A23030,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0392,mg/kg,,,,25,%,A23031,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,24,cm,,,,,,A23031,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0342,mg/kg,,,,25,%,A23032,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,28,cm,,,,,,A23032,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0389,mg/kg,,,,25,%,A23033,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,29.5,cm,,,,,,A23033,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.022,mg/kg,,,,25,%,A23034,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,24,cm,,,,,,A23034,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0868,mg/kg,,,,25,%,A23035,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,21.5,cm,,,,,,A23035,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.028,mg/kg,,,,25,%,A23036,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,23.5,cm,,,,,,A23036,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0247,mg/kg,,,,25,%,A23037,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,25,cm,,,,,,A23037,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0243,mg/kg,,,,25,%,A23038,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,29,cm,,,,,,A23038,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0278,mg/kg,,,,25,%,A23039,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,25,cm,,,,,,A23039,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0508,mg/kg,,,,25,%,A23040,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,24.5,cm,,,,,,A23040,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0358,mg/kg,,,,25,%,A23041,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,24.5,cm,,,,,,A23041,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0143,mg/kg,,,,25,%,A23042,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,27,cm,,,,,,A23042,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0328,mg/kg,,,,25,%,A23043,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,28.5,cm,,,,,,A23043,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.06385,mg/kg,,,,25,%,A23044,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,31.5,cm,,,,,,A23044,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,HG,LI,W,0.0694,mg/kg,,,,25,%,A23045,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,F,LNMEA,WO,,36.5,cm,,,,,,A23045,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.1271,mg/kg,,,,25,%,A23046,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,39,cm,,,,,,A23046,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0322,mg/kg,,,,25,%,A23047,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,22,cm,,,,,,A23047,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,HG,LI,W,0.0779,mg/kg,,,,25,%,A23048,,Riget
Greenland,A100,Avanersuaq AMAP,1995,Myoxocephalus scorpius,M,LNMEA,WO,,15,cm,,,,,,A23048,,Riget
Greenland,A100,Avanersuaq AMAP,2002,Myoxocephalus scorpius,F,HG,LI,W,0.066,mg/kg,,,,25,%,A23049,,Riget
Greenland,A100,Avanersuaq AMAP,2002,Myoxocephalus scorpius,F,LNMEA,WO,,36,cm,,,,,,A23049,,Riget
Greenland,A100,Avanersuaq AMAP,2002,Myoxocephalus scorpius,F,HG,LI,W,0.127,mg/kg,,,,25,%,A23050,,Riget
Greenland,A100,Avanersuaq AMAP,2002,Myoxocephalus scorpius,F,LNMEA,WO,,33,cm,,,,,,A23050,,Riget
Greenland,A100,Avanersuaq AMAP,2002,Myoxocephalus scorpius,F,HG,LI,W,0.086,mg/kg,,,,25,%,A23051,,Riget
Greenland,A100,Avanersuaq AMAP,2002,Myoxocephalus scorpius,F,LNMEA,WO,,34.5,cm,,,,,,A23051,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.054083177,mg/kg,,,,25,%,A23052,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,32,cm,,,,,,A23052,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.058243272,mg/kg,,,,25,%,A23053,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,26,cm,,,,,,A23053,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.054651323,mg/kg,,,,25,%,A23054,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,28,cm,,,,,,A23054,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.046287909,mg/kg,,,,25,%,A23055,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,30,cm,,,,,,A23055,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.045092524,mg/kg,,,,25,%,A23056,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,30,cm,,,,,,A23056,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.029183877,mg/kg,,,,25,%,A23057,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,29,cm,,,,,,A23057,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.065271266,mg/kg,,,,25,%,A23058,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,33,cm,,,,,,A23058,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.090244792,mg/kg,,,,25,%,A23059,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,32,cm,,,,,,A23059,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.061257355,mg/kg,,,,25,%,A23060,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,35,cm,,,,,,A23060,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.173415643,mg/kg,,,,25,%,A23061,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,34,cm,,,,,,A23061,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.060948907,mg/kg,,,,25,%,A23062,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,35,cm,,,,,,A23062,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.100554992,mg/kg,,,,25,%,A23063,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,35,cm,,,,,,A23063,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.03933444,mg/kg,,,,25,%,A23064,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,31,cm,,,,,,A23064,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.08390551,mg/kg,,,,25,%,A23065,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,37,cm,,,,,,A23065,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.0415996,mg/kg,,,,25,%,A23066,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,31,cm,,,,,,A23066,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.051989225,mg/kg,,,,25,%,A23067,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,32,cm,,,,,,A23067,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.052276817,mg/kg,,,,25,%,A23068,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,36,cm,,,,,,A23068,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.047892042,mg/kg,,,,25,%,A23069,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,34,cm,,,,,,A23069,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,HG,LI,W,0.068509739,mg/kg,,,,25,%,A23070,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,F,LNMEA,WO,,32,cm,,,,,,A23070,,Riget
Greenland,A100,Avanersuaq AMAP,2004,Myoxocephalus scorpius,,HG,LI,W,0.029701586,mg/kg,,,,25,%,A23071,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.051,mg/kg,,,,25,%,A23072,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,34.5,cm,,,,,,A23072,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.101,mg/kg,,,,25,%,A23073,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,37,cm,,,,,,A23073,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.1,mg/kg,,,,25,%,A23074,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,35,cm,,,,,,A23074,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.114,mg/kg,,,,25,%,A23075,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,33.5,cm,,,,,,A23075,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.044,mg/kg,,,,25,%,A23076,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,32,cm,,,,,,A23076,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.092,mg/kg,,,,25,%,A23077,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,31,cm,,,,,,A23077,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.076,mg/kg,,,,25,%,A23078,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,35,cm,,,,,,A23078,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.082,mg/kg,,,,25,%,A23079,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,29.5,cm,,,,,,A23079,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.039,mg/kg,,,,25,%,A23080,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,32,cm,,,,,,A23080,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.043,mg/kg,,,,25,%,A23081,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,33,cm,,,,,,A23081,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.11,mg/kg,,,,25,%,A23082,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,38,cm,,,,,,A23082,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.092,mg/kg,,,,25,%,A23083,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,37,cm,,,,,,A23083,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.076,mg/kg,,,,25,%,A23084,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,34,cm,,,,,,A23084,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.068,mg/kg,,,,25,%,A23085,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,36,cm,,,,,,A23085,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.051,mg/kg,,,,25,%,A23086,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,31,cm,,,,,,A23086,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.083,mg/kg,,,,25,%,A23087,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,37.5,cm,,,,,,A23087,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.114,mg/kg,,,,25,%,A23088,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,38,cm,,,,,,A23088,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.225,mg/kg,,,,25,%,A23089,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,38,cm,,,,,,A23089,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.092,mg/kg,,,,25,%,A23090,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,31.5,cm,,,,,,A23090,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,HG,LI,W,0.038,mg/kg,,,,25,%,A23091,,Riget
Greenland,A100,Avanersuaq AMAP,2006,Myoxocephalus scorpius,F,LNMEA,WO,,33,cm,,,,,,A23091,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.044378022,mg/kg,,,,25,%,A23092,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,41,cm,,,,,,A23092,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.126890737,mg/kg,,,,25,%,A23093,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,42,cm,,,,,,A23093,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.077967325,mg/kg,,,,25,%,A23094,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,40,cm,,,,,,A23094,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.154504604,mg/kg,,,,25,%,A23095,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,39,cm,,,,,,A23095,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.070006472,mg/kg,,,,25,%,A23096,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,42,cm,,,,,,A23096,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.113344696,mg/kg,,,,25,%,A23097,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,44,cm,,,,,,A23097,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.244944251,mg/kg,,,,25,%,A23098,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,43,cm,,,,,,A23098,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.235344876,mg/kg,,,,25,%,A23099,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,39.5,cm,,,,,,A23099,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.062269741,mg/kg,,,,25,%,A23100,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,41,cm,,,,,,A23100,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.078573778,mg/kg,,,,25,%,A23101,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,36,cm,,,,,,A23101,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.125138235,mg/kg,,,,25,%,A23102,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,40,cm,,,,,,A23102,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.138082976,mg/kg,,,,25,%,A23103,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,40.5,cm,,,,,,A23103,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.17454618,mg/kg,,,,25,%,A23104,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,42,cm,,,,,,A23104,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.071945516,mg/kg,,,,25,%,A23105,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,37.5,cm,,,,,,A23105,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,M,HG,LI,W,0.14945362,mg/kg,,,,25,%,A23106,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,M,LNMEA,WO,,33,cm,,,,,,A23106,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.101192406,mg/kg,,,,25,%,A23107,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,41,cm,,,,,,A23107,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.022888987,mg/kg,,,,25,%,A23108,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,36,cm,,,,,,A23108,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.200603851,mg/kg,,,,25,%,A23109,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,42,cm,,,,,,A23109,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.058902349,mg/kg,,,,25,%,A23110,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,LNMEA,WO,,40,cm,,,,,,A23110,,Riget
Greenland,A100,Avanersuaq AMAP,2012,Myoxocephalus scorpius,F,HG,LI,W,0.093706135,mg/kg,,,,25,%,A23111,,Riget
