"country"	"mprog"	"helcom_subbasin"	"helcom_l3"	"helcom_l4"	"ices_ecoregion"	"ospar_region"	"ospar_subregion"	"is_amap_monitoring"	"is_helcom_monitoring"	"is_medpol_monitoring"	"is_ospar_monitoring"	"is_amap_area"	"is_helcom_area"	"is_ospar_area"	"rlabo"	"slabo"	"alabo"	"statn"	"myear"	"date"	"latitude"	"longitude"	"dephu"	"dephl"	"purpm"	"finfl"	"param"	"pargroup"	"matrx"	"basis"	"value"	"munit"	"detli"	"lmqnt"	"uncrt"	"metcu"	"qflag"	"vflag"	"metoa"	"metcx"	"metpt"	"metst"	"metps"	"metfp"	"smtyp"	"smpno"	"subno"	"dcflgs"	"tblanalysisid"	"tblparamid"	"tblsampleid"	"tblspotid"	"tbluploadid"	"subseries"
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"BSHG"	"OM225025"	2016	"2016-12-07"	53.89483333	10.80133333	1		"T~S~E"		"PFOS"	"O-FL"	"WT"	"W"	0.32	"ng/l"	1e-5	2e-5	0.16	"U2"			"GC-ECD"	"HX"	"NF"				"GFL"	"1"	"1"		960567	67899111	"4538790"	728332	12892	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2016	"2016-02-24"	53.89483333	10.80133333	1		"T~S~E"		"PB"	"I-MET"	"WT"	"W"	0.2	"ug/l"	0.1	0.2	0.08	"U2"	"<"		"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960537	67907251	"4541750"	728330	12892	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-01-15"	53.89483333	10.80133333	1		"T~S~E"		"CD"	"I-MET"	"WT"	"W"	0.02	"ug/l"	0.01	0.02	0.007	"U2"			"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960624	67939039	"4544018"	730254	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-06-11"	53.89483333	10.80133333	1		"T~S~E"		"CD"	"I-MET"	"WT"	"W"	0.02	"ug/l"	0.01	0.02	0.007	"U2"	"<"		"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960624	67939050	"4543761"	730255	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-01-15"	53.89483333	10.80133333	1		"T~S~E"		"CU"	"I-MET"	"WT"	"W"	1	"ug/l"	0.25	0.5	0.3	"U2"			"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960624	67939177	"4544018"	730254	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-06-11"	53.89483333	10.80133333	1		"T~S~E"		"CU"	"I-MET"	"WT"	"W"	1.9	"ug/l"	0.25	0.5	0.57	"U2"			"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960624	67939178	"4543761"	730255	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-01-15"	53.89483333	10.80133333	1		"T~S~E"		"HG"	"I-MET"	"WT"	"W"	0.0018	"ug/l"	5e-4	0.001	3.6e-4	"U2"			"AAS-CV"	"HNO"	"NF~UV"				"GFL"	"1"	"1"		960628	67940400	"4544018"	730254	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-06-11"	53.89483333	10.80133333	1		"T~S~E"		"HG"	"I-MET"	"WT"	"W"	0.0023	"ug/l"	5e-4	0.001	4.6e-4	"U2"			"AAS-CV"	"HNO"	"NF~UV"				"GFL"	"1"	"1"		960628	67940401	"4543761"	730255	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-06-11"	53.89483333	10.80133333	1		"T~S~E"		"PB"	"I-MET"	"WT"	"W"	0.7	"ug/l"	0.1	0.2	0.28	"U2"			"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960624	67945885	"4543761"	730255	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2014	"2014-01-15"	53.89483333	10.80133333	1		"T~S~E"		"PB"	"I-MET"	"WT"	"W"	0.3	"ug/l"	0.1	0.2	0.12	"U2"			"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960624	67945887	"4544018"	730254	12901	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-01-13"	53.89483333	10.80133333	1		"T~S~E"		"CD"	"I-MET"	"WT"	"W"	0.03	"ug/l"	0.01	0.02					"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960656	67948447	"4546946"	731165	12902	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-06-30"	53.89483333	10.80133333	1		"T~S~E"		"CD"	"I-MET"	"WT"	"W"	0.03	"ug/l"	0.01	0.02					"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960656	67948448	"4545227"	731166	12902	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-01-13"	53.89483333	10.80133333	1		"T~S~E"		"CU"	"I-MET"	"WT"	"W"	2.6	"ug/l"	0.25	0.5					"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960656	67948594	"4546946"	731165	12902	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-06-30"	53.89483333	10.80133333	1		"T~S~E"		"CU"	"I-MET"	"WT"	"W"	1.8	"ug/l"	0.25	0.5					"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960656	67948595	"4545227"	731166	12902	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-01-13"	53.89483333	10.80133333	1		"T~S~E"		"HG"	"I-MET"	"WT"	"W"	0.0044	"ug/l"	5e-4	0.001					"AAS-CV"	"HNO"	"NF~UV"				"GFL"	"1"	"1"		960660	67949572	"4546946"	731165	12902	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-06-30"	53.89483333	10.80133333	1		"T~S~E"		"HG"	"I-MET"	"WT"	"W"	0.0029	"ug/l"	5e-4	0.001					"AAS-CV"	"HNO"	"NF~UV"				"GFL"	"1"	"1"		960660	67949573	"4545227"	731166	12902	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-01-13"	53.89483333	10.80133333	1		"T~S~E"		"PB"	"I-MET"	"WT"	"W"	0.5	"ug/l"	0.1	0.2					"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960656	67958115	"4546946"	731165	12902	
"Germany"	"NATL"	"Bay of Mecklenburg"	"32"	"GER-044"	"Baltic Sea"			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	"BFGG"	"LNUG"	"LVUG"	"OM225025"	2015	"2015-06-30"	53.89483333	10.80133333	1		"T~S~E"		"PB"	"I-MET"	"WT"	"W"	0.8	"ug/l"	0.1	0.2					"AAS-GF"	"HNO"	"NF"				"GFL"	"1"	"1"		960656	67958117	"4545227"	731166	12902	
