country,mprog,helcom_subbasin,helcom_l3,helcom_l4,ices_ecoregion,ospar_region,ospar_subregion,is_amap_monitoring,is_helcom_monitoring,is_medpol_monitoring,is_ospar_monitoring,is_amap_area,is_helcom_area,is_ospar_area,rlabo,slabo,alabo,statn,sd_code_match,sd_code_name,sd_code_replaced,sd_name_replaced,sd_code_final,sd_name_final,myear,date,latitude,longitude,dephu,dephl,purpm,finfl,param,pargroup,matrx,basis,value,munit,detli,lmqnt,uncrt,metcu,qflag,vflag,metoa,metcx,metpt,metst,metps,metfp,smtyp,smpno,subno,dcflgs,tblAnalysisid,tblparamid,tblsampleid,tblspotid,tbluploadid
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,CU,I-MET,SED2000,D,15700,ug/kg,5000,,,,,A,,TOT,,,,,GC,101,5,00-CONV-21~21-CONVR-1,869551,60633223,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,CU,I-MET,SED2000,D,16100,ug/kg,5000,,,,,A,,TOT,,,,,GC,101,1,00-CONV-21~21-CONVR-1,869551,60633225,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,CU,I-MET,SED2000,D,18900,ug/kg,5000,,,,,A,,TOT,,,,,GC,101,3,00-CONV-21~21-CONVR-1,869551,60633227,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,CU,I-MET,SED2000,D,26400,ug/kg,5000,,,,,A,,TOT,,,,,GC,149,3,00-CONV-21~21-CONVR-1,869551,60633239,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,CU,I-MET,SED2000,D,27000,ug/kg,5000,,,,,A,,TOT,,,,,GC,149,5,00-CONV-21~21-CONVR-1,869551,60633242,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,CU,I-MET,SED2000,D,32200,ug/kg,5000,,,,,A,,TOT,,,,,GC,149,1,00-CONV-21~21-CONVR-1,869551,60633212,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,CU,I-MET,SED2000,D,24700,ug/kg,5000,,,,,A,,TOT,,,,,GC,104,5,00-CONV-21~21-CONVR-1,869551,60633236,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,CU,I-MET,SED2000,D,26100,ug/kg,5000,,,,,A,,TOT,,,,,GC,104,3,00-CONV-21~21-CONVR-1,869551,60633237,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,CU,I-MET,SED2000,D,28800,ug/kg,5000,,,,,A,,TOT,,,,,GC,104,1,00-CONV-21~21-CONVR-1,869551,60633219,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.3,10.745,0,,T~S,,CU,I-MET,SED2000,D,10500,ug/kg,5000,,,,,A,,TOT,,,,,GC,109,1,00-CONV-21~21-CONVR-1,869551,60633232,3337893,591258,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.3,10.745,0,,T~S,,CU,I-MET,SED2000,D,11400,ug/kg,5000,,,,,A,,TOT,,,,,GC,109,3,00-CONV-21~21-CONVR-1,869551,60633228,3337893,591258,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.3,10.745,0,,T~S,,CU,I-MET,SED2000,D,12000,ug/kg,5000,,,,,A,,TOT,,,,,GC,109,5,00-CONV-21~21-CONVR-1,869551,60633230,3337893,591258,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,20/03/1991,56.85666667,10.79166667,0,,T~S,,CU,I-MET,SED2000,D,5000,ug/kg,5000,,,,<,A,,TOT,,,,,GC,110,1,00-CONV-21~21-CONVR-1,869551,60633241,3337894,591259,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,20/03/1991,56.85666667,10.79166667,0,,T~S,,CU,I-MET,SED2000,D,6500,ug/kg,5000,,,,,A,,TOT,,,,,GC,110,3,00-CONV-21~21-CONVR-1,869551,60633217,3337894,591259,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,20/03/1991,56.85666667,10.79166667,0,,T~S,,CU,I-MET,SED2000,D,6600,ug/kg,5000,,,,,A,,TOT,,,,,GC,110,5,00-CONV-21~21-CONVR-1,869551,60633215,3337894,591259,12332
Denmark,CEMP~COMB,Kattegat,40,DEN-160,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,NORS-3skelbak,,,,,,,2007,29/10/2007,56.709,10.24066667,0,,S,,CU,I-MET,SED2000,D,1900,ug/kg,2500,,1691,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,7,1,,488016,46716836,2084738,356358,10232
Denmark,CEMP~COMB,Kattegat,40,DEN-160,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,NORS-3skelbak,,,,,,,2007,29/10/2007,56.709,10.24066667,0,,S,,CU,I-MET,SED2000,D,2100,ug/kg,2500,,1696,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,7,2,,488016,46716837,2084738,356358,10232
Denmark,CEMP~COMB,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,NORS-Station7,,,,,,,2009,09/12/2009,57.35033333,10.71333333,0,,T~S,,CU,I-MET,SED2000,D,6200,ug/kg,2500,,1909,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,20,1,,487925,46715080,2084729,356349,10231
Denmark,CEMP~COMB,Kattegat,40,DEN-225,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,NORS-Station8,,,,,,,2009,09/12/2009,57.36216667,10.60366667,0,,T~S,,CU,I-MET,SED2000,D,600,ug/kg,2500,,1669,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,21,1,,487925,46715081,2084730,356350,10231
Denmark,CEMP~NATL,Great Belt,36,DEN-206,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,DMU M39,,,,,,,2000,30/11/2000,55.24016667,11.19033333,0,,T~S,,CU,I-MET,SED2000,W,5395.5,ug/kg,,,,,,A,AAS-GF,HF-CM,,,,,HAN,3,3,,30852,20057857,293763,47542,6925
Denmark,CEMP~NATL,Great Belt,36,DEN-206,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,DMU M39,,,,,,,2000,30/11/2000,55.24016667,11.19033333,0,,T~S,,CU,I-MET,SED2000,W,5599.8,ug/kg,,,,,,A,AAS-GF,HF-CM,,,,,HAN,2,2,,30852,20057856,293762,47542,6925
Denmark,CEMP~NATL,Great Belt,36,DEN-206,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,DMU M39,,,,,,,2000,30/11/2000,55.24016667,11.19033333,0,,T~S,,CU,I-MET,SED2000,W,6281,ug/kg,,,,,,A,AAS-GF,HF-CM,,,,,HAN,1,1,,30852,20057855,293761,47542,6925
Denmark,COMB,Great Belt,36,DEN-214,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,FYN0018361,,,,,,,2014,22/10/2014,55.053,10.3775,0,,T~S,,CU,I-MET,SED2000,D,12300,ug/kg,2500,,3258020,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,7,4,,619268,53171835,2323934,466208,11223
Denmark,COMB,Great Belt,36,DEN-034,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,EFDH,MFS0201001,,,,,,,2016,13/12/2016,54.92233333,11.41816667,0,,S,,CU,I-MET,SED2000,D,2900,ug/kg,1000,,1596,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,17,1,,593616,52502848,2294190,451218,11117
Denmark,COMB,Great Belt,36,DEN-106,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,RIBHADF5008,,,,,,,2007,28/11/2007,55.2575,9.584,0,,S,,CU,I-MET,SED2000,D,7800,ug/kg,2500,,2036,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,15,1,,488016,46716847,2084746,356366,10232
Denmark,COMB,Great Belt,36,DEN-106,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,RIBHADF5008,,,,,,,2013,28/11/2013,55.2575,9.584,0,,S,,CU,I-MET,SED2000,D,6500,ug/kg,2500,,1931,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,24,12725,,487197,46666768,2084393,356013,10217
Denmark,COMB,Kattegat,40,DEN-165,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,EFDH,VSJ 10006,,,,,,,2016,02/11/2016,55.7215,11.823,0,,T~S,,CU,I-MET,SED2000,D,41000,ug/kg,1000,,20511,U2,,A,ICP-MS-CC,HF-CM,,,,,HP,25,1,,593616,52502862,2294195,451227,11117
Denmark,JMP~WGA~CMP,Kattegat,SEA-001,SEA-001,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1985,20/08/1985,56.66666667,12.11666667,0,,T,,CU,I-MET,SED500,D,20100,ug/kg,5000,,,,,A,,HNO,,,,,BC,1,1,00-CONV-21~10-MATRX-1~21-CONVR-1,869502,60631982,3337882,591248,12330
Denmark,NATL~COMB,Great Belt,36,DEN-206,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,DMU M39,,,,,,,2003,01/12/2003,55.25016667,11.195,0,,T~S,,CU,I-MET,SED2000,D,8600,ug/kg,2500,7500,2379.9,U2,,A,ICP-MS-CC,HNO-CM,,,,,HAN,2,2,,99474,34424673,1342593,150356,8812
Denmark,NATL~COMB,Great Belt,36,DEN-206,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,NERI,DMU M39,,,,,,,2003,01/12/2003,55.25016667,11.195,0,,T~S,,CU,I-MET,SED2000,D,9600,ug/kg,2500,7500,2464.5,U2,,A,ICP-MS-CC,HNO-CM,,,,,HAN,1,1,,99474,34424671,1342592,150356,8812
Denmark,NATL~COMB,Great Belt,36,DEN-206,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,,DMU M39,,,,,,,2008,08/02/2008,55.25,11.19033333,0,,T~S,,CU,I-MET,SED2000,D,5500,ug/kg,,,,,,A,,,,,,,HP,1,1,,0,46757183,2084975,356583,10241
Denmark,NATL~COMB,Great Belt,36,DEN-206,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NERI,,,DMU M39,,,,,,,2008,08/02/2008,55.25,11.19033333,0,,T~S,,CU,I-MET,SED2000,D,6100,ug/kg,,,,,,A,,,,,,,HP,2,2,,0,46757184,2084976,356583,10241
Poland,COMB,Gdansk Basin,24,POL-003,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,IMWP,,IMWP,L12,,,,,,,2000,10/09/2000,54.301,19.28533333,0,,H,,CU,I-MET,SED2000,D,12700,ug/kg,46.9,,,,,A,AAS-FL,HF-C,,,,,KA,3,1,00-CONV-22~10-MATRX-1~21-CONVR-1,871578,60675746,3339542,592906,12385
Poland,COMB,Gdansk Basin,24,POL-004,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,IMWP,,IMWP,L5,,,,,,,2000,29/08/2000,54.7,18.51666667,0,,H,,CU,I-MET,SED2000,D,5620,ug/kg,46.9,,,,,A,AAS-FL,HF-C,,,,,KA,4,1,00-CONV-22~10-MATRX-1~21-CONVR-1,871578,60675751,3339541,592907,12385
Russia,BMP,Gulf of Finland,SEA-013,SEA-013,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1995,04/10/1995,60.04333333,29.03333333,0,,T~S,,CU,I-MET,SED1000,D,13900,ug/kg,20,,,,,A,,HF-C,,,,,,1006,1,00-CONV-22~90-SHIPC-1~21-CONVR-1,881392,60709013,3340723,594088,12426
Russia,BMP,Gulf of Finland,13,RUS-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1995,14/10/1995,60.04166667,29.5,0,,T~S,,CU,I-MET,SED1000,D,11600,ug/kg,20,,,,,A,,HF-C,,,,,,1012,1,00-CONV-22~90-SHIPC-1~21-CONVR-1,881392,60709014,3340724,594089,12426
Russia,BMP,Gulf of Finland,13,RUS-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1997,08/10/1997,60.03116667,29.40833333,0,,T~S,,CU,I-MET,SED1000,D,124000,ug/kg,20,,,,,A,,HF-C,,,,,,12,1,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,881220,60707246,3340665,594031,12422
Russia,BMP,Gulf of Finland,SEA-013,SEA-013,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1997,08/10/1997,60.03816667,29.038,0,,T~S,,CU,I-MET,SED1000,D,29000,ug/kg,20,,,,,A,,HF-C,,,,,,13,1,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,881220,60707248,3340666,594032,12422
Russia,BMP,Gulf of Finland,SEA-013,SEA-013,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1997,08/10/1997,60.07466667,28.8975,0,,T~S,,CU,I-MET,SED1000,D,45000,ug/kg,20,,,,,A,,HF-C,,,,,,15,1,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,881220,60707250,3340668,594034,12422
Russia,BMP,Gulf of Finland,SEA-013,SEA-013,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1997,08/10/1997,60.08066667,29.308,0,,T~S,,CU,I-MET,SED1000,D,73000,ug/kg,20,,,,,A,,HF-C,,,,,,11,1,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,881220,60707247,3340669,594030,12422
Russia,BMP,Gulf of Finland,13,RUS-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1997,27/11/1997,59.7235,28.34266667,0,,T~S,,CU,I-MET,SED1000,D,5000,ug/kg,20,,,,,A,,HF-C,,,,,,2014,1,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,881220,60707252,3340670,594036,12422
Russia,BMP,Gulf of Finland,13,RUS-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,RCMA,,RCMA,,,,,,,,1997,27/11/1997,59.7415,28.366,0,,T~S,,CU,I-MET,SED1000,D,10000,ug/kg,20,,,,,A,,HF-C,,,,,,2012,1,00-CONV-22~90-SHIPC-1~10-MATRX-1~21-CONVR-1,881220,60707251,3340671,594035,12422
Sweden,JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IAMK,,GUMI,ST61,,,,,,,1990,15/03/1990,57.5,11.51666667,0,,S,,CU,I-MET,SED2000,D,6700,ug/kg,,,,,,A,AAS-LS,HNO,,,,,BC,61,1,00-CONV-21~91-SDATE-4~21-CONVR-1,872647,60697225,3340037,593401,12405
Sweden,JMP~WGA~CMP~MMP,Kattegat,39,SWE-001,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IAMK,,GUMI,ST64,,,,,,,1990,15/03/1990,57.67183333,11.68983333,0,,S,,CU,I-MET,SED2000,D,25200,ug/kg,,,,,,A,AAS-LS,HNO,,,,,BC,64,1,00-CONV-21~91-SDATE-4~21-CONVR-1,872647,60697226,3340038,593402,12405
Sweden,JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IAMK,,GUMI,ST67,,,,,,,1990,15/03/1990,57.76816667,11.43883333,0,,S,,CU,I-MET,SED2000,D,11100,ug/kg,,,,,,A,AAS-LS,HNO,,,,,BC,67,1,00-CONV-21~91-SDATE-4~21-CONVR-1,872647,60697227,3340039,593403,12405
Sweden,JMP~WGA~CMP~MMP,Kattegat,39,SWE-004,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,IAMK,,GUMI,ST77,,,,,,,1990,15/03/1990,56.54366667,12.66183333,0,,S,,CU,I-MET,SED2000,D,20300,ug/kg,,,,,,A,AAS-LS,HNO,,,,,BC,77,1,00-CONV-21~91-SDATE-4~21-CONVR-1,872647,60697221,3340036,593406,12405
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,CD,I-MET,SED2000,D,107.63,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,101,1,00-CONV-21~21-CONVR-1,869549,60633098,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,CD,I-MET,SED2000,D,81.156,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,101,3,00-CONV-21~21-CONVR-1,869549,60633099,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,CD,I-MET,SED2000,D,92.756,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,101,5,00-CONV-21~21-CONVR-1,869549,60633100,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,PB,I-MET,SED2000,D,28700,ug/kg,2500,,,,,A,,TOT,,,,,GC,101,5,00-CONV-21~21-CONVR-1,869550,60633618,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,PB,I-MET,SED2000,D,35200,ug/kg,2500,,,,,A,,TOT,,,,,GC,101,3,00-CONV-21~21-CONVR-1,869550,60633616,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,40,DEN-205,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.165,11.8,0,,T~S,,PB,I-MET,SED2000,D,41600,ug/kg,2500,,,,,A,,TOT,,,,,GC,101,1,00-CONV-21~21-CONVR-1,869550,60633614,3337890,591256,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,CD,I-MET,SED2000,D,68.052,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,149,1,00-CONV-21~21-CONVR-1,869549,60633082,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,CD,I-MET,SED2000,D,77.825,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,149,5,00-CONV-21~21-CONVR-1,869549,60633085,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,CD,I-MET,SED2000,D,82.591,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,149,3,00-CONV-21~21-CONVR-1,869549,60633083,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,PB,I-MET,SED2000,D,49600,ug/kg,2500,,,,,A,,TOT,,,,,GC,149,3,00-CONV-21~21-CONVR-1,869550,60633628,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,PB,I-MET,SED2000,D,54300,ug/kg,2500,,,,,A,,TOT,,,,,GC,149,1,00-CONV-21~21-CONVR-1,869550,60633601,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,18/03/1991,56.66666667,12.11666667,0,,T~S,,PB,I-MET,SED2000,D,59200,ug/kg,2500,,,,,A,,TOT,,,,,GC,149,5,00-CONV-21~21-CONVR-1,869550,60633612,3337891,591260,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,CD,I-MET,SED2000,D,257.78,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,104,5,00-CONV-21~21-CONVR-1,869549,60633087,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,CD,I-MET,SED2000,D,79.57,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,104,1,00-CONV-21~21-CONVR-1,869549,60633089,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,CD,I-MET,SED2000,D,81.137,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,104,3,00-CONV-21~21-CONVR-1,869549,60633086,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,PB,I-MET,SED2000,D,51000,ug/kg,2500,,,,,A,,TOT,,,,,GC,104,1,00-CONV-21~21-CONVR-1,869550,60633608,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,PB,I-MET,SED2000,D,52300,ug/kg,2500,,,,,A,,TOT,,,,,GC,104,5,00-CONV-21~21-CONVR-1,869550,60633619,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.205,11.64666667,0,,T~S,,PB,I-MET,SED2000,D,62000,ug/kg,2500,,,,,A,,TOT,,,,,GC,104,3,00-CONV-21~21-CONVR-1,869550,60633626,3337892,591257,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.3,10.745,0,,T~S,,CD,I-MET,SED2000,D,39.779,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,109,1,00-CONV-21~21-CONVR-1,869549,60633095,3337893,591258,12332
Denmark,BMP~JMP~WGA~CMP~MMP,Kattegat,SEA-001,SEA-001,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HFLD,,HFLD,,,,,,,,1991,19/03/1991,57.3,10.745,0,,T~S,,CD,I-MET,SED2000,D,40.229,ug/kg,20,,,,,A,,HNO-CM,,,,,GC,109,3,00-CONV-21~21-CONVR-1,869549,60633096,3337893,591258,12332
